YEAR,ZIP CODE,avg_income
2007,75135,46570.54503285659
2007,75137,47983.907018328115
2007,75138,46886.016451233845
2007,75140,35148.25306893296
2007,75141,28936.73469387755
2007,75142,42341.9695334053
2007,75143,34868.835257082894
2007,75144,36892.857142857145
2007,75146,37388.09335889052
2007,75147,35282.732447817834
2007,75148,33475.22935779816
2007,75149,36680.617651929126
2007,75150,36583.08928437336
2007,75151,75376.05804111245
2007,75152,46028.95111532985
2007,75153,27190.0
2007,75154,49892.584719269726
2007,75155,32255.69358178054
2007,75156,35006.239276243956
2007,75157,29194.736842105263
2007,75158,45104.6046046046
2007,75159,36803.9950062422
2007,75160,40090.42980966849
2007,75161,41388.0706921944
2007,75163,42913.80753138076
2007,75164,36134.375
2007,75165,47173.52719033232
2007,75166,63428.68920032976
2007,75167,57657.54716981132
2007,75168,78853.61842105263
2007,75169,35505.83715087927
2007,75172,26289.75741239892
2007,75173,49572.19892150989
2007,75180,27542.186990987077
2007,75181,51919.61505802434
2007,75182,108474.1107609185
2007,75185,40561.79775280899
2007,75187,35256.594724220624
2007,75189,49938.71673770303
2007,75201,402407.69075900945
2007,75202,92723.71134020618
2007,75203,23109.93901433987
2007,75204,92527.01348747591
2007,75205,421799.23710098374
2007,75206,70549.64972756589
2007,75207,95614.4578313253
2007,75208,44082.53756754756
2007,75209,198882.40053944706
2007,75210,14594.213126323219
2007,75211,26369.700436119252
2007,75212,20929.872943957453
2007,75214,107355.78160426496
2007,75215,19629.013079667064
2007,75216,19078.06847816943
2007,75217,23702.24287087472
2007,75218,70853.99401964972
2007,75219,155818.0530416306
2007,75220,134912.67585100955
2007,75221,591746.835443038
2007,75222,43416.55716162943
2007,75223,33532.40583644384
2007,75224,26895.515890291685
2007,75225,403018.9054726368
2007,75226,47611.222444889776
2007,75227,27800.836042731073
2007,75228,32320.954139066856
2007,75229,136150.16685205785
2007,75230,224033.34792761237
2007,75231,61689.76178764669
2007,75232,29812.562598368866
2007,75233,30992.975843755354
2007,75234,53463.0002879355
2007,75235,33473.676994790236
2007,75236,30438.54324734446
2007,75237,22986.161164768633
2007,75238,67452.7027027027
2007,75240,81597.92580773833
2007,75241,22003.815175922
2007,75242,17357.14285714286
2007,75243,44857.529943059104
2007,75244,89108.89350151684
2007,75246,31940.602836879432
2007,75247,46921.985815602835
2007,75248,114651.50580449778
2007,75249,39291.45299145299
2007,75250,38320.0
2007,75251,110239.37213865272
2007,75252,15444.204368254226
2007,75253,26191.968824127416
2007,75254,96478.9307592352
2007,75261,54577.844311377245
2007,75265,7411.764705882353
2007,75266,204153.54330708663
2007,75270,804916.6666666666
2007,75275,31325.20325203252
2007,75283,128021.27659574468
2007,75287,67153.59197636448
2007,75313,35418.80341880342
2007,75315,15417.47572815534
2007,75323,20125.0
2007,75336,33510.28806584362
2007,75339,19149.746192893403
2007,75342,72690.90909090909
2007,75354,71143.50797266515
2007,75355,68478.26086956522
2007,75356,149083.83233532935
2007,75357,27240.184757505773
2007,75359,47347.82608695652
2007,75360,96639.83050847458
2007,75367,180826.8551236749
2007,75370,100622.03626220362
2007,75371,33731.9587628866
2007,75372,52806.03448275862
2007,75374,42577.17041800643
2007,75376,30199.570815450643
2007,75378,39375.0
2007,75379,117824.02234636871
2007,75380,81025.8449304175
2007,75381,51671.14093959732
2007,75382,37861.53846153846
2007,75390,24461.53846153846
2007,75401,27386.98363211224
2007,75402,50749.01266512325
2007,75403,38972.62479871175
2007,75404,68371.42857142857
2007,75407,39867.88617886179
2007,75409,51489.26850635129
2007,75410,38409.69632392115
2007,75411,26037.5234521576
2007,75412,25221.024258760106
2007,75413,30339.622641509435
2007,75414,41550.316678395495
2007,75415,21595.744680851065
2007,75416,34088.541666666664
2007,75417,31809.5987411487
2007,75418,35433.38571678016
2007,75420,33119.60784313725
2007,75421,30381.74273858921
2007,75422,40847.756410256414
2007,75423,40153.720359771054
2007,75424,44661.61268090972
2007,75425,20603.174603174604
2007,75426,24905.154639175256
2007,75428,32848.31460674157
2007,75429,35641.16575591986
2007,75431,27608.51505711319
2007,75432,30990.403071017274
2007,75433,35666.666666666664
2007,75434,22433.333333333332
2007,75435,29297.872340425532
2007,75436,28191.623036649216
2007,75437,37155.33980582524
2007,75438,41898.03921568627
2007,75439,35877.82805429864
2007,75440,40031.498788508135
2007,75441,37568.96551724138
2007,75442,46186.88611627289
2007,75443,34517.857142857145
2007,75444,33806.083650190114
2007,75446,32136.08666215301
2007,75447,36453.83104125737
2007,75448,31928.338762214982
2007,75449,27739.72602739726
2007,75450,29021.27659574468
2007,75451,35493.273542600895
2007,75452,41159.81012658228
2007,75453,35593.25396825397
2007,75454,65681.30921619294
2007,75455,38180.554259587574
2007,75456,54712.44239631337
2007,75457,39075.28641571195
2007,75458,44027.62430939227
2007,75459,51754.71698113208
2007,75460,26866.630523177013
2007,75461,44203.529411764706
2007,75462,52870.89061566049
2007,75468,34879.23728813559
2007,75469,28370.37037037037
2007,75470,28403.508771929824
2007,75471,33124.56747404845
2007,75472,32863.43885785226
2007,75473,43887.27484020918
2007,75474,33140.37545530961
2007,75475,31522.727272727272
2007,75476,33891.08910891089
2007,75477,28900.4329004329
2007,75478,31762.589928057554
2007,75479,37355.91133004926
2007,75480,45406.515580736545
2007,75481,34066.298342541435
2007,75482,36593.61284900551
2007,75483,58341.82908545727
2007,75485,32556.21301775148
2007,75486,40015.539305301645
2007,75487,32849.70238095238
2007,75488,32240.55666003976
2007,75489,42379.58532695375
2007,75490,43811.0383536015
2007,75491,41020.96627164995
2007,75492,31181.208053691276
2007,75493,25659.509202453988
2007,75494,38762.24058029418
2007,75495,58226.153846153844
2007,75496,34181.564245810056
2007,75497,49213.31609566903
2007,75501,30601.819757365683
2007,75503,67557.08329637186
2007,75504,61445.134575569355
2007,75505,48145.56331006979
2007,75550,27546.53937947494
2007,75551,37545.33630620587
2007,75554,30207.021791767555
2007,75555,34284.638554216865
2007,75556,36048.15409309791
2007,75558,38478.502080443825
2007,75559,34204.49826989619
2007,75560,27194.495412844037
2007,75561,33666.18756737334
2007,75562,21500.0
2007,75563,35402.54837187353
2007,75564,24101.26582278481
2007,75565,31108.01393728223
2007,75566,21463.104325699747
2007,75567,36121.98221092757
2007,75568,30679.232350925293
2007,75569,33061.62294081757
2007,75570,37379.45727741646
2007,75571,30597.014925373136
2007,75572,31924.78813559322
2007,75573,37606.92464358452
2007,75574,34307.40740740741
2007,75601,46488.25065274152
2007,75602,29447.181628392485
2007,75603,49062.54826254826
2007,75604,47377.95275590551
2007,75605,66370.35027898326
2007,75606,245396.11650485438
2007,75607,32203.555555555555
2007,75608,85908.17469204927
2007,75615,39505.79150579151
2007,75630,32426.52599849284
2007,75631,52077.31520815633
2007,75633,49891.519024106885
2007,75636,21254.032258064515
2007,75637,44467.74193548387
2007,75638,34661.98666198666
2007,75639,41388.01498127341
2007,75640,39746.09375
2007,75641,18314.814814814814
2007,75642,54443.63636363636
2007,75643,41841.269841269845
2007,75644,34816.06765327696
2007,75645,40240.25316455696
2007,75647,40579.569715881094
2007,75650,49172.91354322839
2007,75651,36521.95121951219
2007,75652,44282.45614035088
2007,75653,104626.46744930629
2007,75654,44392.11185308848
2007,75656,32349.130434782608
2007,75657,32312.514842080265
2007,75658,33451.38888888889
2007,75659,50840.90909090909
2007,75660,58869.718309859156
2007,75661,31600.0
2007,75662,42918.56801909308
2007,75663,67356.53518948183
2007,75666,31171.09144542773
2007,75667,32565.464895635672
2007,75668,30327.10280373832
2007,75669,37048.10996563574
2007,75670,25774.686165394072
2007,75671,92593.45391903531
2007,75672,49835.257787325456
2007,75680,41731.34328358209
2007,75681,34006.535947712415
2007,75682,39676.64670658683
2007,75683,31582.498682129677
2007,75684,37024.89303772851
2007,75685,45005.52486187845
2007,75686,37686.34179821551
2007,75687,34226.95035460993
2007,75688,40662.96296296296
2007,75689,28358.20895522388
2007,75691,39517.539400101676
2007,75692,40064.85610052696
2007,75693,53218.059558117195
2007,75694,38736.84210526316
2007,75701,50970.20595880824
2007,75702,25202.30202578269
2007,75703,75653.33333333333
2007,75704,33255.65361279647
2007,75705,28682.261208576998
2007,75706,29798.37580509661
2007,75707,62161.8138424821
2007,75708,27992.403314917126
2007,75709,47816.93472090823
2007,75710,99032.25806451614
2007,75711,163364.04697380308
2007,75712,52522.491349480966
2007,75713,64335.16483516483
2007,75750,51073.18467695826
2007,75751,40787.755102040814
2007,75752,49596.57265262406
2007,75754,37780.4041174228
2007,75755,36485.275819162176
2007,75756,39371.915393654526
2007,75757,66255.07309622518
2007,75758,40411.30772550712
2007,75759,16808.219178082192
2007,75760,32369.17866215072
2007,75762,59416.74232794625
2007,75763,36648.225469728604
2007,75764,28333.333333333332
2007,75765,42857.309260337795
2007,75766,34474.87898514438
2007,75770,39564.45993031359
2007,75771,49169.375435337824
2007,75772,30111.11111111111
2007,75773,35945.02843356884
2007,75778,33860.19283746556
2007,75779,34202.479338842975
2007,75780,26144.23076923077
2007,75782,42131.73652694611
2007,75783,36725.97661819219
2007,75784,29945.402298850575
2007,75785,34058.44317333997
2007,75788,23287.878787878788
2007,75789,43973.180076628356
2007,75790,41084.513692162414
2007,75791,53820.374430764045
2007,75792,31545.287637698897
2007,75799,12100.0
2007,75801,36173.49781138082
2007,75802,69969.14175506268
2007,75803,37739.58011732016
2007,75831,45692.54252071522
2007,75832,35520.833333333336
2007,75833,36830.95975232198
2007,75835,32857.88159771755
2007,75838,70735.84905660378
2007,75839,34225.69737954353
2007,75840,49937.66233766234
2007,75844,37722.287968441815
2007,75845,29163.55489171023
2007,75846,42785.89007383101
2007,75847,27966.850828729283
2007,75848,28252.873563218393
2007,75849,28549.80079681275
2007,75850,35700.99667774086
2007,75851,33621.333333333336
2007,75852,29121.010638297874
2007,75853,36910.675381263616
2007,75855,33380.99106417547
2007,75856,31166.666666666668
2007,75858,25564.516129032258
2007,75859,51027.522935779816
2007,75860,43594.09735530855
2007,75861,35692.39500567537
2007,75862,30177.174609959395
2007,75865,26511.904761904763
2007,75880,793.1034482758621
2007,75884,6868.421052631579
2007,75886,7333.333333333333
2007,75901,39643.66061385184
2007,75902,41032.59726603575
2007,75903,142350.93167701864
2007,75904,43175.92979523611
2007,75915,45455.60975609756
2007,75925,28663.605051664752
2007,75926,28001.78890876565
2007,75928,22462.992125984252
2007,75929,32420.911528150133
2007,75930,30572.727272727272
2007,75931,37437.98449612403
2007,75932,34328.67132867133
2007,75933,31870.738636363636
2007,75934,26669.811320754718
2007,75935,36307.76730581735
2007,75936,35421.68674698795
2007,75937,30661.844484629295
2007,75938,32936.02103418054
2007,75939,28891.8640576725
2007,75941,36053.1708667959
2007,75942,23113.122171945703
2007,75943,39508.36120401338
2007,75944,32266.775777414074
2007,75946,34199.39024390244
2007,75948,40239.539748953976
2007,75949,33159.148220790135
2007,75951,35362.3245962404
2007,75954,41573.02631578947
2007,75956,34485.023041474655
2007,75958,38920.35398230088
2007,75959,34715.48117154812
2007,75960,31210.64814814815
2007,75961,33196.91307879773
2007,75962,13595.6678700361
2007,75963,56290.87048832272
2007,75964,31196.7516175888
2007,75965,51952.6037735849
2007,75966,29117.04598235021
2007,75968,34664.38356164384
2007,75969,35661.746617466175
2007,75972,25685.344827586207
2007,75973,37881.21990369182
2007,75974,35504.208110175976
2007,75975,34021.937842778796
2007,75976,28548.330404217926
2007,75977,24646.496815286624
2007,75978,33770.11494252874
2007,75979,35288.131313131315
2007,75980,32462.315462315462
2007,76001,59619.13824604141
2007,76002,49303.388300927065
2007,76003,66686.09865470852
2007,76004,42063.424947145875
2007,76005,92765.48672566372
2007,76006,57878.41416983943
2007,76007,24880.266075388026
2007,76008,106634.43004320373
2007,76009,42060.93555329029
2007,76010,25610.744234800837
2007,76011,35832.83253205128
2007,76012,71056.53036919412
2007,76013,55450.76264383195
2007,76014,30615.880416895227
2007,76015,47187.71043771044
2007,76016,77189.68440271258
2007,76017,61136.984405278214
2007,76018,41401.54346060114
2007,76019,19429.62962962963
2007,76020,49737.38447697718
2007,76021,61879.674706793536
2007,76022,48463.26013513513
2007,76023,42052.74411974341
2007,76028,58085.046837952345
2007,76031,38467.1322925226
2007,76033,49883.01187568432
2007,76034,213940.33455586366
2007,76035,76610.21505376344
2007,76036,49302.75875956504
2007,76039,49164.889301031646
2007,76040,41513.462446858764
2007,76041,41485.57692307692
2007,76043,51035.28650048559
2007,76044,54915.86128482092
2007,76048,50845.40611272081
2007,76049,72953.1076818143
2007,76050,51691.04016477858
2007,76051,75570.31904008929
2007,76052,75352.59497057249
2007,76053,40277.39552400956
2007,76054,74911.85503685503
2007,76055,34763.40694006309
2007,76058,42599.973828840615
2007,76059,34372.9216152019
2007,76060,59897.63088622404
2007,76061,46043.59673024523
2007,76063,74006.06252724175
2007,76064,53044.930875576036
2007,76065,65445.5966944827
2007,76066,53430.95072866065
2007,76067,35702.94349836472
2007,76068,74566.091954023
2007,76070,79125.0
2007,76071,45390.581717451525
2007,76073,52716.81034482759
2007,76077,42930.40293040293
2007,76078,54443.33235207536
2007,76082,43483.51786612984
2007,76084,40223.02383939774
2007,76085,50469.72960038287
2007,76086,44407.8677074774
2007,76087,77043.07720689973
2007,76088,57917.188446778426
2007,76092,246443.06845545236
2007,76093,49887.27272727273
2007,76094,46139.68253968254
2007,76095,54031.42857142857
2007,76096,41792.503346720216
2007,76097,57991.346153846156
2007,76098,44708.12807881773
2007,76099,65716.9014084507
2007,76101,204407.5723830735
2007,76102,887369.0186536902
2007,76103,32676.522863144288
2007,76104,22268.428941272654
2007,76105,18535.44061302682
2007,76106,25362.00638792102
2007,76107,141128.37076541726
2007,76108,48272.08480565371
2007,76109,147744.26934097422
2007,76110,40444.60475358797
2007,76111,29713.787465940055
2007,76112,34990.55926682493
2007,76113,116255.81395348837
2007,76114,35388.9134470869
2007,76115,24737.4871001032
2007,76116,62543.45682490492
2007,76117,31258.275292597114
2007,76118,44778.37595334231
2007,76119,23037.647192028984
2007,76120,42065.993457545155
2007,76121,141017.54385964913
2007,76122,16128.57142857143
2007,76123,53488.38174273859
2007,76124,41550.669216061186
2007,76126,81714.19765769468
2007,76127,32386.71875
2007,76129,10500.0
2007,76131,50799.34333958724
2007,76132,96673.15270935961
2007,76133,42501.93033254365
2007,76134,34798.86906502876
2007,76135,45881.5803995144
2007,76136,52092.21902017291
2007,76137,52136.20191703989
2007,76140,35688.621695694455
2007,76147,244384.84848484848
2007,76148,41732.14594501124
2007,76155,37707.42857142857
2007,76161,181341.46341463414
2007,76162,191911.76470588235
2007,76163,37504.22535211268
2007,76164,24673.97476340694
2007,76177,60290.38340666248
2007,76179,63509.85159296966
2007,76180,57090.776534418444
2007,76181,40946.666666666664
2007,76182,62816.017316017314
2007,76185,130781.17048346056
2007,76201,28476.86301527156
2007,76202,37644.90445859873
2007,76203,18460.78431372549
2007,76204,17954.954954954956
2007,76205,54105.913978494624
2007,76206,46368.95674300254
2007,76207,58770.15113350126
2007,76208,56239.788004136506
2007,76209,36849.41413401684
2007,76210,67114.20214090116
2007,76225,46945.1862262825
2007,76226,137107.42270978773
2007,76227,62389.8382319435
2007,76228,37161.41732283465
2007,76230,43817.91727291623
2007,76233,41489.55431754875
2007,76234,62194.99284692418
2007,76238,44689.92248062015
2007,76239,55872.294372294375
2007,76240,45184.89877487184
2007,76241,56682.296650717704
2007,76244,81453.07917888563
2007,76245,36732.98429319372
2007,76246,45058.82352941176
2007,76247,57354.22848664688
2007,76248,80275.17919369918
2007,76249,55089.68058968059
2007,76250,60059.72696245734
2007,76251,47630.434782608696
2007,76252,64018.75
2007,76253,32069.565217391304
2007,76255,42134.71698113208
2007,76258,60448.58523119392
2007,76259,57786.438868126
2007,76261,26280.575539568345
2007,76262,124524.35908730509
2007,76263,60866.666666666664
2007,76264,40772.32142857143
2007,76265,41591.21621621621
2007,76266,48992.97071129707
2007,76267,40238.09523809524
2007,76268,31267.045454545456
2007,76270,54181.38987043581
2007,76271,49318.112633181125
2007,76272,50075.729068673565
2007,76273,42458.284645945314
2007,76301,29440.569928758905
2007,76302,43076.27118644068
2007,76305,39916.462917685414
2007,76306,29414.46566436408
2007,76307,214880.41853512704
2007,76308,69805.6210893425
2007,76309,45806.97423237155
2007,76310,50686.31852551985
2007,76311,29039.05674281503
2007,76351,40814.13359148112
2007,76352,36100.0
2007,76354,41274.91531467285
2007,76357,36199.4301994302
2007,76360,35444.83362521891
2007,76363,23474.452554744526
2007,76364,40133.333333333336
2007,76365,39614.239742558326
2007,76366,48935.159817351596
2007,76367,43610.36225779275
2007,76369,42140.49586776859
2007,76370,34055.90062111801
2007,76371,31774.1935483871
2007,76372,33354.02298850575
2007,76373,33271.739130434784
2007,76374,36752.4893314367
2007,76377,40043.90243902439
2007,76379,43591.48936170213
2007,76380,29954.38050803525
2007,76384,35812.789302245845
2007,76385,44005.928853754944
2007,76388,25009.00900900901
2007,76389,64235.48387096774
2007,76401,42205.59348985128
2007,76402,7494.845360824742
2007,76424,42935.371613223964
2007,76426,60074.639007524915
2007,76427,37005.26315789474
2007,76429,48966.29213483146
2007,76430,82969.2429022082
2007,76431,43802.798982188295
2007,76432,37571.658615136876
2007,76433,56535.47297297297
2007,76435,26729.166666666668
2007,76436,29454.545454545456
2007,76437,35202.27808326787
2007,76439,86578.23129251701
2007,76442,32106.145251396647
2007,76443,30173.8683127572
2007,76444,31914.710933028047
2007,76445,24768.817204301075
2007,76446,31620.33136759337
2007,76448,45436.150750091474
2007,76449,49827.51937984496
2007,76450,54744.33210784314
2007,76452,22310.344827586207
2007,76453,52284.58498023715
2007,76454,27609.725685785535
2007,76455,28971.896955503515
2007,76457,38815.78947368421
2007,76458,53477.53945770943
2007,76459,37417.72151898734
2007,76460,37450.77720207254
2007,76461,26533.333333333332
2007,76462,61793.13164349959
2007,76463,45351.11111111111
2007,76464,31649.789029535867
2007,76465,55348.9932885906
2007,76466,30129.213483146068
2007,76467,59896.55172413793
2007,76468,26138.88888888889
2007,76469,22231.884057971016
2007,76470,29706.085753803596
2007,76471,28103.864734299517
2007,76472,46391.30434782609
2007,76474,34322.147651006715
2007,76475,39234.927234927236
2007,76476,47639.65517241379
2007,76481,33076.92307692308
2007,76483,47553.030303030304
2007,76484,43396.355353075174
2007,76485,54632.530120481926
2007,76486,47833.333333333336
2007,76487,47470.75208913649
2007,76490,42556.701030927834
2007,76491,34557.93991416309
2007,76501,31696.215392430786
2007,76502,58515.3581115754
2007,76503,63557.76397515528
2007,76504,29246.681415929204
2007,76505,48142.21218961625
2007,76511,31663.92694063927
2007,76513,51325.71274878967
2007,76518,29392.156862745098
2007,76519,32877.88778877888
2007,76520,35376.15827698472
2007,76522,35045.31936901991
2007,76523,25634.146341463416
2007,76524,39433.25526932084
2007,76525,27983.90342052314
2007,76526,23046.875
2007,76527,46695.15669515669
2007,76528,36899.34084042846
2007,76530,37144.844517184945
2007,76531,37434.34747798239
2007,76533,29707.54716981132
2007,76534,39286.666666666664
2007,76537,43582.98631766805
2007,76538,37448.68035190616
2007,76539,43644.75486168173
2007,76540,40101.10294117647
2007,76541,24001.956947162427
2007,76542,37558.19461361483
2007,76543,29370.323065364388
2007,76544,21798.35249699674
2007,76545,15285.714285714286
2007,76547,46779.95642701525
2007,76548,47024.41935187735
2007,76549,31873.43070980203
2007,76550,45496.29106322854
2007,76554,39375.60038424592
2007,76556,36252.89017341041
2007,76557,36067.76715899218
2007,76558,28830.188679245282
2007,76559,38453.04136253041
2007,76561,33526.0
2007,76564,29250.0
2007,76565,34037.03703703704
2007,76566,29621.428571428572
2007,76567,40448.51258581236
2007,76569,35072.87449392713
2007,76570,30338.636363636364
2007,76571,74223.2824427481
2007,76573,39558.13953488372
2007,76574,39954.12624266379
2007,76577,42423.35243553008
2007,76578,40105.05319148936
2007,76579,41665.09186351706
2007,76597,1117.6470588235295
2007,76621,41817.64705882353
2007,76622,35735.96673596674
2007,76623,29282.828282828283
2007,76624,36101.32158590308
2007,76626,37260.10781671159
2007,76627,38929.899856938486
2007,76628,29030.303030303032
2007,76629,32742.62461851475
2007,76630,42730.19801980198
2007,76631,35831.27572016461
2007,76632,27592.348284960422
2007,76633,54768.75259013676
2007,76634,42165.2634861241
2007,76635,27701.97486535009
2007,76636,40970.170454545456
2007,76637,40966.666666666664
2007,76638,77140.75792730085
2007,76639,29315.340909090908
2007,76640,31599.0099009901
2007,76641,34414.15465268676
2007,76642,37513.28960994132
2007,76643,48746.84122393058
2007,76644,36705.26315789474
2007,76645,36609.57324106113
2007,76648,34583.47386172007
2007,76649,40205.882352941175
2007,76650,23781.81818181818
2007,76651,36792.426367461434
2007,76652,38770.750988142296
2007,76653,34861.507128309575
2007,76654,38403.66972477064
2007,76655,52952.667364016736
2007,76656,31764.60017969452
2007,76657,60049.27940492794
2007,76660,23869.731800766283
2007,76661,25147.405660377357
2007,76664,31310.81081081081
2007,76665,38351.81975736569
2007,76666,40308.333333333336
2007,76667,31609.90168539326
2007,76670,35360.89030206677
2007,76671,35272.37354085603
2007,76673,36134.29752066116
2007,76676,32484.375
2007,76678,27677.41935483871
2007,76679,30463.37817638266
2007,76680,30354.545454545456
2007,76681,26439.11439114391
2007,76682,34846.153846153844
2007,76684,40408.75912408759
2007,76685,21968.75
2007,76686,40987.3417721519
2007,76687,37017.69911504425
2007,76689,42116.90647482014
2007,76690,30983.050847457627
2007,76691,39627.494456762746
2007,76692,38332.223840233
2007,76693,33845.77114427861
2007,76701,41252.52525252525
2007,76702,64575.07987220447
2007,76703,53392.857142857145
2007,76704,15610.027855153203
2007,76705,29460.346617682295
2007,76706,30316.36635389853
2007,76707,20172.478657213138
2007,76708,36563.912560207486
2007,76710,57651.04609627488
2007,76711,22781.51918559123
2007,76712,67644.58293384468
2007,76714,107986.66666666667
2007,76715,25817.99591002045
2007,76716,24608.695652173912
2007,76798,13133.333333333334
2007,76801,34834.26991347784
2007,76802,38326.10659439928
2007,76803,33100.87719298246
2007,76804,49276.705276705274
2007,76820,33716.981132075474
2007,76821,31813.42668863262
2007,76823,29503.022162525183
2007,76824,35705.882352941175
2007,76825,32763.373903198415
2007,76827,40218.579234972676
2007,76828,37118.279569892475
2007,76831,15755.102040816326
2007,76832,48494.339622641506
2007,76834,29197.54316069057
2007,76836,28541.666666666668
2007,76837,30976.223776223775
2007,76841,27365.079365079364
2007,76842,24684.21052631579
2007,76844,37012.3384253819
2007,76845,28236.11111111111
2007,76848,16705.882352941175
2007,76849,35170.51874678993
2007,76852,36417.391304347824
2007,76853,31589.413447782546
2007,76854,37969.230769230766
2007,76855,35272.72727272727
2007,76856,38084.61101646792
2007,76857,34296.4824120603
2007,76858,23828.358208955226
2007,76859,34417.98418972332
2007,76861,38705.196182396605
2007,76862,48883.72093023256
2007,76864,36213.622291021675
2007,76865,16507.462686567163
2007,76866,39040.59040590406
2007,76869,39360.46511627907
2007,76870,25553.571428571428
2007,76871,29655.64738292011
2007,76872,36724.03560830861
2007,76873,14280.0
2007,76874,27051.28205128205
2007,76875,36963.52583586626
2007,76877,31233.004670472237
2007,76878,39107.73130544994
2007,76880,21136.363636363636
2007,76882,31038.75968992248
2007,76884,25494.25287356322
2007,76885,32864.583333333336
2007,76886,37063.29113924051
2007,76887,33067.79661016949
2007,76888,28160.714285714286
2007,76890,34960.68796068796
2007,76901,42008.09531082939
2007,76902,130142.49790444259
2007,76903,27862.608695652172
2007,76904,68969.2011549567
2007,76905,35235.71428571428
2007,76906,82134.83146067416
2007,76908,17295.93267882188
2007,76909,5920.792079207921
2007,76930,41280.0
2007,76932,47234.33242506812
2007,76933,40004.8
2007,76934,25314.102564102563
2007,76935,74406.11961057024
2007,76936,44541.82087342709
2007,76937,28708.333333333332
2007,76939,27315.217391304348
2007,76940,28935.185185185186
2007,76941,56969.29824561404
2007,76943,49764.41784548422
2007,76945,33664.444444444445
2007,76950,60048.3870967742
2007,76951,57987.84722222222
2007,76953,45500.0
2007,76955,40000.0
2007,76957,57130.769230769234
2007,76958,47450.61728395062
2007,77001,103489.79591836735
2007,77002,243247.4777448071
2007,77003,34915.79696394687
2007,77004,42873.708657003284
2007,77005,273576.8854064642
2007,77006,94290.19422074845
2007,77007,104875.06645401382
2007,77008,70294.94234800838
2007,77009,40496.621426508806
2007,77010,337510.75268817204
2007,77011,22867.726971504308
2007,77012,23929.003418353932
2007,77013,28503.83877159309
2007,77014,35139.01953690304
2007,77015,35683.77161809998
2007,77016,21262.455701480092
2007,77017,29604.763437399422
2007,77018,56599.16492693111
2007,77019,256026.99567647369
2007,77020,24115.346400505827
2007,77021,27172.22963951936
2007,77022,21975.392019872692
2007,77023,29549.58642449049
2007,77024,337118.43480533053
2007,77025,86740.89033277724
2007,77026,18702.87174066244
2007,77027,177023.34527125614
2007,77028,19470.252260828176
2007,77029,26896.140265432852
2007,77030,114301.62364696087
2007,77031,36767.49760306807
2007,77032,25965.676111495046
