"date","region","avg_value"
"1997-06-30","San Antonio, TX",82972
"1997-07-31","San Antonio, TX",82899
"1997-08-31","San Antonio, TX",82882
"1997-09-30","San Antonio, TX",82757
"1997-10-31","San Antonio, TX",82690
"1997-11-30","San Antonio, TX",82567
"1997-12-31","San Antonio, TX",82587
"1998-01-31","San Antonio, TX",82941
"1998-02-28","San Antonio, TX",83331
"1998-03-31","San Antonio, TX",83538
"1998-04-30","San Antonio, TX",83254
"1998-05-31","San Antonio, TX",83108
"1998-06-30","San Antonio, TX",83312
"1998-07-31","San Antonio, TX",83900
"1998-08-31","San Antonio, TX",84262
"1998-09-30","San Antonio, TX",84472
"1998-10-31","San Antonio, TX",84507
"1998-11-30","San Antonio, TX",84594
"1998-12-31","San Antonio, TX",84667
"1999-01-31","San Antonio, TX",84647
"1999-02-28","San Antonio, TX",84787
"1999-03-31","San Antonio, TX",84983
"1999-04-30","San Antonio, TX",85507
"1999-05-31","San Antonio, TX",86075
"1999-06-30","San Antonio, TX",86367
"1999-07-31","San Antonio, TX",86467
"1999-08-31","San Antonio, TX",86478
"1999-09-30","San Antonio, TX",86702
"1999-10-31","San Antonio, TX",86976
"1999-11-30","San Antonio, TX",87258
"1999-12-31","San Antonio, TX",87428
"2000-01-31","San Antonio, TX",87390
"2000-02-29","San Antonio, TX",87281
"2000-03-31","San Antonio, TX",87191
"2000-04-30","San Antonio, TX",87176
"2000-05-31","San Antonio, TX",86682
"2000-06-30","San Antonio, TX",86207
"2000-07-31","San Antonio, TX",85718
"2000-08-31","San Antonio, TX",85714
"2000-09-30","San Antonio, TX",85733
"2000-10-31","San Antonio, TX",85783
"2000-11-30","San Antonio, TX",85804
"2000-12-31","San Antonio, TX",85924
"2001-01-31","San Antonio, TX",86064
"2001-02-28","San Antonio, TX",86086
"2001-03-31","San Antonio, TX",86022
"2001-04-30","San Antonio, TX",85794
"2001-05-31","San Antonio, TX",85787
"2001-06-30","San Antonio, TX",85816
"2001-07-31","San Antonio, TX",85982
"2001-08-31","San Antonio, TX",85930
"2001-09-30","San Antonio, TX",85692
"2001-10-31","San Antonio, TX",85500
"2001-11-30","San Antonio, TX",85245
"2001-12-31","San Antonio, TX",85135
"2002-01-31","San Antonio, TX",85024
"2002-02-28","San Antonio, TX",85112
"2002-03-31","San Antonio, TX",85281
"2002-04-30","San Antonio, TX",85547
"2002-05-31","San Antonio, TX",85825
"2002-06-30","San Antonio, TX",86142
"2002-07-31","San Antonio, TX",86354
"2002-08-31","San Antonio, TX",86682
"2002-09-30","San Antonio, TX",86940
"2002-10-31","San Antonio, TX",87209
"2002-11-30","San Antonio, TX",87582
"2002-12-31","San Antonio, TX",87782
"2003-01-31","San Antonio, TX",87836
"2003-02-28","San Antonio, TX",87566
"2003-03-31","San Antonio, TX",87418
"2003-04-30","San Antonio, TX",87368
"2003-05-31","San Antonio, TX",87582
"2003-06-30","San Antonio, TX",87749
"2003-07-31","San Antonio, TX",88027
"2003-08-31","San Antonio, TX",88232
"2003-09-30","San Antonio, TX",88504
"2003-10-31","San Antonio, TX",88797
"2003-11-30","San Antonio, TX",88944
"2003-12-31","San Antonio, TX",89411
"2004-01-31","San Antonio, TX",90256
"2004-02-29","San Antonio, TX",91456
"2004-03-31","San Antonio, TX",92439
"2004-04-30","San Antonio, TX",93326
"2004-05-31","San Antonio, TX",93985
"2004-06-30","San Antonio, TX",94671
"2004-07-31","San Antonio, TX",95217
"2004-08-31","San Antonio, TX",95656
"2004-09-30","San Antonio, TX",96403
"2004-10-31","San Antonio, TX",96920
"2004-11-30","San Antonio, TX",97752
"2004-12-31","San Antonio, TX",98065
"2005-01-31","San Antonio, TX",98440
"2005-02-28","San Antonio, TX",98712
"2005-03-31","San Antonio, TX",99177
"2005-04-30","San Antonio, TX",99677
"2005-05-31","San Antonio, TX",99990
"2005-06-30","San Antonio, TX",100309
"2005-07-31","San Antonio, TX",100581
"2005-08-31","San Antonio, TX",101030
"2005-09-30","San Antonio, TX",101199
"2005-10-31","San Antonio, TX",101585
"2005-11-30","San Antonio, TX",101663
"2005-12-31","San Antonio, TX",101999
"2006-01-31","San Antonio, TX",102219
"2006-02-28","San Antonio, TX",102720
"2006-03-31","San Antonio, TX",103155
"2006-04-30","San Antonio, TX",103487
"2006-05-31","San Antonio, TX",103809
"2006-06-30","San Antonio, TX",104287
"2006-07-31","San Antonio, TX",104846
"2006-08-31","San Antonio, TX",105387
"2006-09-30","San Antonio, TX",106009
"2006-10-31","San Antonio, TX",106686
"2006-11-30","San Antonio, TX",107518
"2006-12-31","San Antonio, TX",108360
"2007-01-31","San Antonio, TX",109156
"2007-02-28","San Antonio, TX",109558
"2007-03-31","San Antonio, TX",109820
"2007-04-30","San Antonio, TX",110102
"2007-05-31","San Antonio, TX",110793
"2007-06-30","San Antonio, TX",111394
"2007-07-31","San Antonio, TX",112139
"2007-08-31","San Antonio, TX",112878
"2007-09-30","San Antonio, TX",113675
"2007-10-31","San Antonio, TX",114230
"2007-11-30","San Antonio, TX",114676
"2007-12-31","San Antonio, TX",114990
"2008-01-31","San Antonio, TX",114983
"2008-02-29","San Antonio, TX",114923
"2008-03-31","San Antonio, TX",114932
"2008-04-30","San Antonio, TX",115262
"2008-05-31","San Antonio, TX",115523
"2008-06-30","San Antonio, TX",115769
"2008-07-31","San Antonio, TX",115811
"2008-08-31","San Antonio, TX",115374
"2008-09-30","San Antonio, TX",114708
"2008-10-31","San Antonio, TX",114123
"2008-11-30","San Antonio, TX",113773
"2008-12-31","San Antonio, TX",113532
"2009-01-31","San Antonio, TX",113490
"2009-02-28","San Antonio, TX",113518
"2009-03-31","San Antonio, TX",113538
"2009-04-30","San Antonio, TX",113289
"2009-05-31","San Antonio, TX",112824
"2009-06-30","San Antonio, TX",112342
"2009-07-31","San Antonio, TX",111828
"2009-08-31","San Antonio, TX",111740
"2009-09-30","San Antonio, TX",111805
"2009-10-31","San Antonio, TX",112090
"2009-11-30","San Antonio, TX",112220
"2009-12-31","San Antonio, TX",112207
"2010-01-31","San Antonio, TX",112044
"2010-02-28","San Antonio, TX",111878
"2010-03-31","San Antonio, TX",111657
"2010-04-30","San Antonio, TX",111516
"2010-05-31","San Antonio, TX",111441
"2010-06-30","San Antonio, TX",111269
"2010-07-31","San Antonio, TX",111140
"2010-08-31","San Antonio, TX",111053
"2010-09-30","San Antonio, TX",111017
"2010-10-31","San Antonio, TX",110628
"2010-11-30","San Antonio, TX",109936
"2010-12-31","San Antonio, TX",109306
"2011-01-31","San Antonio, TX",108896
"2011-02-28","San Antonio, TX",108494
"2011-03-31","San Antonio, TX",108126
"2011-04-30","San Antonio, TX",107527
"2011-05-31","San Antonio, TX",106957
"2011-06-30","San Antonio, TX",106355
"2011-07-31","San Antonio, TX",106009
"2011-08-31","San Antonio, TX",105692
"2011-09-30","San Antonio, TX",105465
"2011-10-31","San Antonio, TX",105227
"2011-11-30","San Antonio, TX",105115
"2011-12-31","San Antonio, TX",104960
"2012-01-31","San Antonio, TX",104735
"2012-02-29","San Antonio, TX",104653
"2012-03-31","San Antonio, TX",104748
"2012-04-30","San Antonio, TX",105001
"2012-05-31","San Antonio, TX",105257
"2012-06-30","San Antonio, TX",105444
"2012-07-31","San Antonio, TX",105413
"2012-08-31","San Antonio, TX",105204
"2012-09-30","San Antonio, TX",104796
"2012-10-31","San Antonio, TX",104694
"2012-11-30","San Antonio, TX",104970
"2012-12-31","San Antonio, TX",105502
"2013-01-31","San Antonio, TX",105932
"2013-02-28","San Antonio, TX",106149
"2013-03-31","San Antonio, TX",106289
"2013-04-30","San Antonio, TX",106621
"2013-05-31","San Antonio, TX",106899
"2013-06-30","San Antonio, TX",107346
"2013-07-31","San Antonio, TX",107955
"2013-08-31","San Antonio, TX",109063
"2013-09-30","San Antonio, TX",110272
"2013-10-31","San Antonio, TX",111366
"2013-11-30","San Antonio, TX",111908
"2013-12-31","San Antonio, TX",112231
"2014-01-31","San Antonio, TX",112763
"2014-02-28","San Antonio, TX",113427
"2014-03-31","San Antonio, TX",114199
"2014-04-30","San Antonio, TX",114822
"2014-05-31","San Antonio, TX",115672
"2014-06-30","San Antonio, TX",116468
"2014-07-31","San Antonio, TX",117028
"2014-08-31","San Antonio, TX",116708
"2014-09-30","San Antonio, TX",116563
"2014-10-31","San Antonio, TX",116421
"2014-11-30","San Antonio, TX",116989
"2014-12-31","San Antonio, TX",117416
"2015-01-31","San Antonio, TX",117967
"2015-02-28","San Antonio, TX",118755
"2015-03-31","San Antonio, TX",119277
"2015-04-30","San Antonio, TX",119514
"2015-05-31","San Antonio, TX",119472
"2015-06-30","San Antonio, TX",119668
"2015-07-31","San Antonio, TX",120135
"2015-08-31","San Antonio, TX",121175
"2015-09-30","San Antonio, TX",121873
"2015-10-31","San Antonio, TX",122586
"2015-11-30","San Antonio, TX",122687
"2015-12-31","San Antonio, TX",123255
"2016-01-31","San Antonio, TX",123668
"2016-02-29","San Antonio, TX",123841
"2016-03-31","San Antonio, TX",124267
"2016-04-30","San Antonio, TX",125226
"2016-05-31","San Antonio, TX",126468
"2016-06-30","San Antonio, TX",127380
"2016-07-31","San Antonio, TX",127904
"2016-08-31","San Antonio, TX",128151
"2016-09-30","San Antonio, TX",128662
"2016-10-31","San Antonio, TX",129112
"2016-11-30","San Antonio, TX",130084
"2016-12-31","San Antonio, TX",130943
"2017-01-31","San Antonio, TX",131938
"2017-02-28","San Antonio, TX",132873
"2017-03-31","San Antonio, TX",133505
"2017-04-30","San Antonio, TX",133799
"2017-05-31","San Antonio, TX",133961
"2017-06-30","San Antonio, TX",134365
"2017-07-31","San Antonio, TX",135158
"2017-08-31","San Antonio, TX",136008
"2017-09-30","San Antonio, TX",136792
"2017-10-31","San Antonio, TX",137632
"2017-11-30","San Antonio, TX",138426
"2017-12-31","San Antonio, TX",138854
"2018-01-31","San Antonio, TX",138846
"2018-02-28","San Antonio, TX",138945
"2018-03-31","San Antonio, TX",139499
"2018-04-30","San Antonio, TX",140238
"2018-05-31","San Antonio, TX",140973
"2018-06-30","San Antonio, TX",141612
"2018-07-31","San Antonio, TX",142205
"2018-08-31","San Antonio, TX",142743
"2018-09-30","San Antonio, TX",142967
"2018-10-31","San Antonio, TX",143481
"2018-11-30","San Antonio, TX",143741
"2018-12-31","San Antonio, TX",144797
"2019-01-31","San Antonio, TX",145617
"2019-02-28","San Antonio, TX",146685
"2019-03-31","San Antonio, TX",147023
"2019-04-30","San Antonio, TX",147688
"2019-05-31","San Antonio, TX",148125
"2019-06-30","San Antonio, TX",148637
"2019-07-31","San Antonio, TX",148839
"2019-08-31","San Antonio, TX",149139
"2019-09-30","San Antonio, TX",149678
"2019-10-31","San Antonio, TX",149940
"2019-11-30","San Antonio, TX",150300
"2019-12-31","San Antonio, TX",150199
"2020-01-31","San Antonio, TX",150442
"2020-02-29","San Antonio, TX",150423
"2020-03-31","San Antonio, TX",150880
"2020-04-30","San Antonio, TX",150982
"2020-05-31","San Antonio, TX",151256
"2020-06-30","San Antonio, TX",152199
"2020-07-31","San Antonio, TX",159890
"2020-08-31","San Antonio, TX",159166
"2020-09-30","San Antonio, TX",151224
"2020-10-31","San Antonio, TX",153900
"2020-11-30","San Antonio, TX",157266
"2020-12-31","San Antonio, TX",158372
"2021-01-31","San Antonio, TX",161595
"2021-02-28","San Antonio, TX",163039
"2021-03-31","San Antonio, TX",164410
