"date","region","avg_value","zipcode","city"
"2014-02-28","75201; TX; Dallas-Fort Worth-Arlington; Dallas County; Dallas",1727,75201,"Dallas"
"2014-05-31","75201; TX; Dallas-Fort Worth-Arlington; Dallas County; Dallas",2013,75201,"Dallas"
"2014-08-31","75201; TX; Dallas-Fort Worth-Arlington; Dallas County; Dallas",1902,75201,"Dallas"
"2014-09-30","75201; TX; Dallas-Fort Worth-Arlington; Dallas County; Dallas",1907,75201,"Dallas"
"2014-10-31","75201; TX; Dallas-Fort Worth-Arlington; Dallas County; Dallas",1873,75201,"Dallas"
"2014-12-31","75201; TX; Dallas-Fort Worth-Arlington; Dallas County; Dallas",1895,75201,"Dallas"
"2015-01-31","75201; TX; Dallas-Fort Worth-Arlington; Dallas County; Dallas",1750,75201,"Dallas"
"2015-02-28","75201; TX; Dallas-Fort Worth-Arlington; Dallas County; Dallas",1840,75201,"Dallas"
"2015-03-31","75201; TX; Dallas-Fort Worth-Arlington; Dallas County; Dallas",1852,75201,"Dallas"
"2015-04-30","75201; TX; Dallas-Fort Worth-Arlington; Dallas County; Dallas",1854,75201,"Dallas"
"2015-05-31","75201; TX; Dallas-Fort Worth-Arlington; Dallas County; Dallas",1985,75201,"Dallas"
"2015-06-30","75201; TX; Dallas-Fort Worth-Arlington; Dallas County; Dallas",2003,75201,"Dallas"
"2015-07-31","75201; TX; Dallas-Fort Worth-Arlington; Dallas County; Dallas",1979,75201,"Dallas"
"2015-08-31","75201; TX; Dallas-Fort Worth-Arlington; Dallas County; Dallas",1942,75201,"Dallas"
"2015-09-30","75201; TX; Dallas-Fort Worth-Arlington; Dallas County; Dallas",2027,75201,"Dallas"
"2015-10-31","75201; TX; Dallas-Fort Worth-Arlington; Dallas County; Dallas",1946,75201,"Dallas"
"2015-11-30","75201; TX; Dallas-Fort Worth-Arlington; Dallas County; Dallas",1905,75201,"Dallas"
"2015-12-31","75201; TX; Dallas-Fort Worth-Arlington; Dallas County; Dallas",1889,75201,"Dallas"
"2016-01-31","75201; TX; Dallas-Fort Worth-Arlington; Dallas County; Dallas",1990,75201,"Dallas"
"2016-02-29","75201; TX; Dallas-Fort Worth-Arlington; Dallas County; Dallas",1887,75201,"Dallas"
"2016-03-31","75201; TX; Dallas-Fort Worth-Arlington; Dallas County; Dallas",1743,75201,"Dallas"
"2016-04-30","75201; TX; Dallas-Fort Worth-Arlington; Dallas County; Dallas",1866,75201,"Dallas"
"2016-05-31","75201; TX; Dallas-Fort Worth-Arlington; Dallas County; Dallas",1896,75201,"Dallas"
"2016-06-30","75201; TX; Dallas-Fort Worth-Arlington; Dallas County; Dallas",1915,75201,"Dallas"
"2016-07-31","75201; TX; Dallas-Fort Worth-Arlington; Dallas County; Dallas",2161,75201,"Dallas"
"2016-09-30","75201; TX; Dallas-Fort Worth-Arlington; Dallas County; Dallas",1924,75201,"Dallas"
"2016-10-31","75201; TX; Dallas-Fort Worth-Arlington; Dallas County; Dallas",1873,75201,"Dallas"
"2016-11-30","75201; TX; Dallas-Fort Worth-Arlington; Dallas County; Dallas",1922,75201,"Dallas"
"2016-12-31","75201; TX; Dallas-Fort Worth-Arlington; Dallas County; Dallas",1937,75201,"Dallas"
"2017-01-31","75201; TX; Dallas-Fort Worth-Arlington; Dallas County; Dallas",1861,75201,"Dallas"
"2017-02-28","75201; TX; Dallas-Fort Worth-Arlington; Dallas County; Dallas",1931,75201,"Dallas"
"2017-03-31","75201; TX; Dallas-Fort Worth-Arlington; Dallas County; Dallas",1898,75201,"Dallas"
"2017-04-30","75201; TX; Dallas-Fort Worth-Arlington; Dallas County; Dallas",1881,75201,"Dallas"
"2017-05-31","75201; TX; Dallas-Fort Worth-Arlington; Dallas County; Dallas",1868,75201,"Dallas"
"2017-06-30","75201; TX; Dallas-Fort Worth-Arlington; Dallas County; Dallas",1873,75201,"Dallas"
"2017-07-31","75201; TX; Dallas-Fort Worth-Arlington; Dallas County; Dallas",1879,75201,"Dallas"
"2017-08-31","75201; TX; Dallas-Fort Worth-Arlington; Dallas County; Dallas",1896,75201,"Dallas"
"2017-09-30","75201; TX; Dallas-Fort Worth-Arlington; Dallas County; Dallas",1897,75201,"Dallas"
"2017-10-31","75201; TX; Dallas-Fort Worth-Arlington; Dallas County; Dallas",1895,75201,"Dallas"
"2017-11-30","75201; TX; Dallas-Fort Worth-Arlington; Dallas County; Dallas",1916,75201,"Dallas"
"2017-12-31","75201; TX; Dallas-Fort Worth-Arlington; Dallas County; Dallas",1883,75201,"Dallas"
"2018-01-31","75201; TX; Dallas-Fort Worth-Arlington; Dallas County; Dallas",1888,75201,"Dallas"
"2018-02-28","75201; TX; Dallas-Fort Worth-Arlington; Dallas County; Dallas",1877,75201,"Dallas"
"2018-03-31","75201; TX; Dallas-Fort Worth-Arlington; Dallas County; Dallas",1884,75201,"Dallas"
"2018-04-30","75201; TX; Dallas-Fort Worth-Arlington; Dallas County; Dallas",1876,75201,"Dallas"
"2018-05-31","75201; TX; Dallas-Fort Worth-Arlington; Dallas County; Dallas",1880,75201,"Dallas"
"2018-06-30","75201; TX; Dallas-Fort Worth-Arlington; Dallas County; Dallas",1881,75201,"Dallas"
"2018-07-31","75201; TX; Dallas-Fort Worth-Arlington; Dallas County; Dallas",1899,75201,"Dallas"
"2018-08-31","75201; TX; Dallas-Fort Worth-Arlington; Dallas County; Dallas",1910,75201,"Dallas"
"2018-09-30","75201; TX; Dallas-Fort Worth-Arlington; Dallas County; Dallas",1891,75201,"Dallas"
"2018-10-31","75201; TX; Dallas-Fort Worth-Arlington; Dallas County; Dallas",1884,75201,"Dallas"
"2018-11-30","75201; TX; Dallas-Fort Worth-Arlington; Dallas County; Dallas",1889,75201,"Dallas"
"2018-12-31","75201; TX; Dallas-Fort Worth-Arlington; Dallas County; Dallas",1856,75201,"Dallas"
"2019-01-31","75201; TX; Dallas-Fort Worth-Arlington; Dallas County; Dallas",1839,75201,"Dallas"
"2019-02-28","75201; TX; Dallas-Fort Worth-Arlington; Dallas County; Dallas",1847,75201,"Dallas"
"2019-03-31","75201; TX; Dallas-Fort Worth-Arlington; Dallas County; Dallas",1880,75201,"Dallas"
"2019-04-30","75201; TX; Dallas-Fort Worth-Arlington; Dallas County; Dallas",1896,75201,"Dallas"
"2019-05-31","75201; TX; Dallas-Fort Worth-Arlington; Dallas County; Dallas",1900,75201,"Dallas"
"2019-06-30","75201; TX; Dallas-Fort Worth-Arlington; Dallas County; Dallas",1955,75201,"Dallas"
"2019-07-31","75201; TX; Dallas-Fort Worth-Arlington; Dallas County; Dallas",1938,75201,"Dallas"
"2019-08-31","75201; TX; Dallas-Fort Worth-Arlington; Dallas County; Dallas",1941,75201,"Dallas"
"2019-09-30","75201; TX; Dallas-Fort Worth-Arlington; Dallas County; Dallas",1883,75201,"Dallas"
"2019-10-31","75201; TX; Dallas-Fort Worth-Arlington; Dallas County; Dallas",1893,75201,"Dallas"
"2019-11-30","75201; TX; Dallas-Fort Worth-Arlington; Dallas County; Dallas",1864,75201,"Dallas"
"2019-12-31","75201; TX; Dallas-Fort Worth-Arlington; Dallas County; Dallas",1869,75201,"Dallas"
"2020-01-31","75201; TX; Dallas-Fort Worth-Arlington; Dallas County; Dallas",1903,75201,"Dallas"
"2020-02-29","75201; TX; Dallas-Fort Worth-Arlington; Dallas County; Dallas",1935,75201,"Dallas"
"2020-03-31","75201; TX; Dallas-Fort Worth-Arlington; Dallas County; Dallas",1919,75201,"Dallas"
"2020-04-30","75201; TX; Dallas-Fort Worth-Arlington; Dallas County; Dallas",1910,75201,"Dallas"
"2020-05-31","75201; TX; Dallas-Fort Worth-Arlington; Dallas County; Dallas",1838,75201,"Dallas"
"2020-06-30","75201; TX; Dallas-Fort Worth-Arlington; Dallas County; Dallas",1781,75201,"Dallas"
"2020-07-31","75201; TX; Dallas-Fort Worth-Arlington; Dallas County; Dallas",1747,75201,"Dallas"
"2020-08-31","75201; TX; Dallas-Fort Worth-Arlington; Dallas County; Dallas",1720,75201,"Dallas"
"2014-01-31","75204",1602,75204,"Dallas"
"2014-02-28","75204",1518,75204,"Dallas"
"2014-03-31","75204",1569,75204,"Dallas"
"2014-04-30","75204",1499,75204,"Dallas"
"2014-05-31","75204",1563,75204,"Dallas"
"2014-06-30","75204",1579,75204,"Dallas"
"2014-07-31","75204",1602,75204,"Dallas"
"2014-08-31","75204",1599,75204,"Dallas"
"2014-09-30","75204",1613,75204,"Dallas"
"2014-10-31","75204",1663,75204,"Dallas"
"2014-11-30","75204",1634,75204,"Dallas"
"2014-12-31","75204",1654,75204,"Dallas"
"2015-01-31","75204",1623,75204,"Dallas"
"2015-02-28","75204",1669,75204,"Dallas"
"2015-03-31","75204",1660,75204,"Dallas"
"2015-04-30","75204",1650,75204,"Dallas"
"2015-05-31","75204",1672,75204,"Dallas"
"2015-06-30","75204",1712,75204,"Dallas"
"2015-07-31","75204",1681,75204,"Dallas"
"2015-08-31","75204",1734,75204,"Dallas"
"2015-09-30","75204",1730,75204,"Dallas"
"2015-10-31","75204",1744,75204,"Dallas"
"2015-11-30","75204",1726,75204,"Dallas"
"2015-12-31","75204",1689,75204,"Dallas"
"2016-01-31","75204",1648,75204,"Dallas"
"2016-02-29","75204",1691,75204,"Dallas"
"2016-03-31","75204",1702,75204,"Dallas"
"2016-04-30","75204",1718,75204,"Dallas"
"2016-05-31","75204",1759,75204,"Dallas"
"2016-06-30","75204",1760,75204,"Dallas"
"2016-07-31","75204",1784,75204,"Dallas"
"2016-08-31","75204",1771,75204,"Dallas"
"2016-09-30","75204",1762,75204,"Dallas"
"2016-10-31","75204",1799,75204,"Dallas"
"2016-11-30","75204",1786,75204,"Dallas"
"2016-12-31","75204",1759,75204,"Dallas"
"2017-01-31","75204",1763,75204,"Dallas"
"2017-02-28","75204",1737,75204,"Dallas"
"2017-03-31","75204",1736,75204,"Dallas"
"2017-04-30","75204",1736,75204,"Dallas"
"2017-05-31","75204",1760,75204,"Dallas"
"2017-06-30","75204",1789,75204,"Dallas"
"2017-07-31","75204",1795,75204,"Dallas"
"2017-08-31","75204",1765,75204,"Dallas"
"2017-09-30","75204",1758,75204,"Dallas"
"2017-10-31","75204",1754,75204,"Dallas"
"2017-11-30","75204",1776,75204,"Dallas"
"2017-12-31","75204",1778,75204,"Dallas"
"2018-01-31","75204",1760,75204,"Dallas"
"2018-02-28","75204",1769,75204,"Dallas"
"2018-03-31","75204",1764,75204,"Dallas"
"2018-04-30","75204",1768,75204,"Dallas"
"2018-05-31","75204",1758,75204,"Dallas"
"2018-06-30","75204",1769,75204,"Dallas"
"2018-07-31","75204",1793,75204,"Dallas"
"2018-08-31","75204",1806,75204,"Dallas"
"2018-09-30","75204",1793,75204,"Dallas"
"2018-10-31","75204",1794,75204,"Dallas"
"2018-11-30","75204",1785,75204,"Dallas"
"2018-12-31","75204",1746,75204,"Dallas"
"2019-01-31","75204",1765,75204,"Dallas"
"2019-02-28","75204",1759,75204,"Dallas"
"2019-03-31","75204",1764,75204,"Dallas"
"2019-04-30","75204",1786,75204,"Dallas"
"2019-05-31","75204",1799,75204,"Dallas"
"2019-06-30","75204",1800,75204,"Dallas"
"2019-07-31","75204",1815,75204,"Dallas"
"2019-08-31","75204",1807,75204,"Dallas"
"2019-09-30","75204",1802,75204,"Dallas"
"2019-10-31","75204",1787,75204,"Dallas"
"2019-11-30","75204",1789,75204,"Dallas"
"2019-12-31","75204",1792,75204,"Dallas"
"2020-01-31","75204",1788,75204,"Dallas"
"2020-02-29","75204",1807,75204,"Dallas"
"2020-03-31","75204",1813,75204,"Dallas"
"2020-04-30","75204",1790,75204,"Dallas"
"2020-05-31","75204",1769,75204,"Dallas"
"2020-06-30","75204",1768,75204,"Dallas"
"2020-07-31","75204",1756,75204,"Dallas"
"2020-08-31","75204",1734,75204,"Dallas"
"2020-09-30","75204",1717,75204,"Dallas"
"2020-10-31","75204",1650,75204,"Dallas"
"2020-11-30","75204",1683,75204,"Dallas"
"2020-12-31","75204",1658,75204,"Dallas"
"2021-01-31","75204",1694,75204,"Dallas"
"2021-02-28","75204",1701,75204,"Dallas"
"2021-03-31","75204",1734,75204,"Dallas"
"2014-01-31","75205; TX; Dallas-Fort Worth-Arlington; Dallas County; University Park",2123,75205,"Dallas"
"2014-02-28","75205; TX; Dallas-Fort Worth-Arlington; Dallas County; University Park",1820,75205,"Dallas"
"2014-04-30","75205; TX; Dallas-Fort Worth-Arlington; Dallas County; University Park",2203,75205,"Dallas"
"2014-05-31","75205; TX; Dallas-Fort Worth-Arlington; Dallas County; University Park",2223,75205,"Dallas"
"2014-06-30","75205; TX; Dallas-Fort Worth-Arlington; Dallas County; University Park",2281,75205,"Dallas"
"2014-07-31","75205; TX; Dallas-Fort Worth-Arlington; Dallas County; University Park",2355,75205,"Dallas"
"2014-08-31","75205; TX; Dallas-Fort Worth-Arlington; Dallas County; University Park",2423,75205,"Dallas"
"2014-09-30","75205; TX; Dallas-Fort Worth-Arlington; Dallas County; University Park",2363,75205,"Dallas"
"2014-10-31","75205; TX; Dallas-Fort Worth-Arlington; Dallas County; University Park",2264,75205,"Dallas"
"2014-11-30","75205; TX; Dallas-Fort Worth-Arlington; Dallas County; University Park",2343,75205,"Dallas"
"2014-12-31","75205; TX; Dallas-Fort Worth-Arlington; Dallas County; University Park",2336,75205,"Dallas"
"2015-01-31","75205; TX; Dallas-Fort Worth-Arlington; Dallas County; University Park",2271,75205,"Dallas"
"2015-02-28","75205; TX; Dallas-Fort Worth-Arlington; Dallas County; University Park",2288,75205,"Dallas"
"2015-03-31","75205; TX; Dallas-Fort Worth-Arlington; Dallas County; University Park",2348,75205,"Dallas"
"2015-04-30","75205; TX; Dallas-Fort Worth-Arlington; Dallas County; University Park",2410,75205,"Dallas"
"2015-05-31","75205; TX; Dallas-Fort Worth-Arlington; Dallas County; University Park",2446,75205,"Dallas"
"2015-06-30","75205; TX; Dallas-Fort Worth-Arlington; Dallas County; University Park",2454,75205,"Dallas"
"2015-07-31","75205; TX; Dallas-Fort Worth-Arlington; Dallas County; University Park",2426,75205,"Dallas"
"2015-08-31","75205; TX; Dallas-Fort Worth-Arlington; Dallas County; University Park",2404,75205,"Dallas"
"2015-09-30","75205; TX; Dallas-Fort Worth-Arlington; Dallas County; University Park",2452,75205,"Dallas"
"2015-10-31","75205; TX; Dallas-Fort Worth-Arlington; Dallas County; University Park",2514,75205,"Dallas"
"2015-11-30","75205; TX; Dallas-Fort Worth-Arlington; Dallas County; University Park",2491,75205,"Dallas"
"2015-12-31","75205; TX; Dallas-Fort Worth-Arlington; Dallas County; University Park",2472,75205,"Dallas"
"2016-01-31","75205; TX; Dallas-Fort Worth-Arlington; Dallas County; University Park",2545,75205,"Dallas"
"2016-02-29","75205; TX; Dallas-Fort Worth-Arlington; Dallas County; University Park",2507,75205,"Dallas"
"2016-03-31","75205; TX; Dallas-Fort Worth-Arlington; Dallas County; University Park",2551,75205,"Dallas"
"2016-04-30","75205; TX; Dallas-Fort Worth-Arlington; Dallas County; University Park",2559,75205,"Dallas"
"2016-05-31","75205; TX; Dallas-Fort Worth-Arlington; Dallas County; University Park",2557,75205,"Dallas"
"2016-06-30","75205; TX; Dallas-Fort Worth-Arlington; Dallas County; University Park",2640,75205,"Dallas"
"2016-07-31","75205; TX; Dallas-Fort Worth-Arlington; Dallas County; University Park",2556,75205,"Dallas"
"2016-08-31","75205; TX; Dallas-Fort Worth-Arlington; Dallas County; University Park",2506,75205,"Dallas"
"2016-09-30","75205; TX; Dallas-Fort Worth-Arlington; Dallas County; University Park",2530,75205,"Dallas"
"2016-10-31","75205; TX; Dallas-Fort Worth-Arlington; Dallas County; University Park",2576,75205,"Dallas"
"2016-11-30","75205; TX; Dallas-Fort Worth-Arlington; Dallas County; University Park",2545,75205,"Dallas"
"2016-12-31","75205; TX; Dallas-Fort Worth-Arlington; Dallas County; University Park",2512,75205,"Dallas"
"2017-01-31","75205; TX; Dallas-Fort Worth-Arlington; Dallas County; University Park",2538,75205,"Dallas"
"2017-02-28","75205; TX; Dallas-Fort Worth-Arlington; Dallas County; University Park",2565,75205,"Dallas"
"2017-03-31","75205; TX; Dallas-Fort Worth-Arlington; Dallas County; University Park",2562,75205,"Dallas"
"2017-04-30","75205; TX; Dallas-Fort Worth-Arlington; Dallas County; University Park",2519,75205,"Dallas"
"2017-05-31","75205; TX; Dallas-Fort Worth-Arlington; Dallas County; University Park",2600,75205,"Dallas"
"2017-06-30","75205; TX; Dallas-Fort Worth-Arlington; Dallas County; University Park",2586,75205,"Dallas"
"2017-07-31","75205; TX; Dallas-Fort Worth-Arlington; Dallas County; University Park",2534,75205,"Dallas"
"2017-08-31","75205; TX; Dallas-Fort Worth-Arlington; Dallas County; University Park",2507,75205,"Dallas"
"2017-09-30","75205; TX; Dallas-Fort Worth-Arlington; Dallas County; University Park",2473,75205,"Dallas"
"2017-10-31","75205; TX; Dallas-Fort Worth-Arlington; Dallas County; University Park",2430,75205,"Dallas"
"2017-11-30","75205; TX; Dallas-Fort Worth-Arlington; Dallas County; University Park",2340,75205,"Dallas"
"2017-12-31","75205; TX; Dallas-Fort Worth-Arlington; Dallas County; University Park",2413,75205,"Dallas"
"2018-01-31","75205; TX; Dallas-Fort Worth-Arlington; Dallas County; University Park",2593,75205,"Dallas"
"2018-02-28","75205; TX; Dallas-Fort Worth-Arlington; Dallas County; University Park",2634,75205,"Dallas"
"2018-03-31","75205; TX; Dallas-Fort Worth-Arlington; Dallas County; University Park",2637,75205,"Dallas"
"2018-04-30","75205; TX; Dallas-Fort Worth-Arlington; Dallas County; University Park",2658,75205,"Dallas"
"2018-05-31","75205; TX; Dallas-Fort Worth-Arlington; Dallas County; University Park",2711,75205,"Dallas"
"2018-06-30","75205; TX; Dallas-Fort Worth-Arlington; Dallas County; University Park",2692,75205,"Dallas"
"2018-07-31","75205; TX; Dallas-Fort Worth-Arlington; Dallas County; University Park",2720,75205,"Dallas"
"2018-08-31","75205; TX; Dallas-Fort Worth-Arlington; Dallas County; University Park",2699,75205,"Dallas"
"2018-09-30","75205; TX; Dallas-Fort Worth-Arlington; Dallas County; University Park",2592,75205,"Dallas"
"2018-10-31","75205; TX; Dallas-Fort Worth-Arlington; Dallas County; University Park",2649,75205,"Dallas"
"2018-11-30","75205; TX; Dallas-Fort Worth-Arlington; Dallas County; University Park",2626,75205,"Dallas"
"2018-12-31","75205; TX; Dallas-Fort Worth-Arlington; Dallas County; University Park",2644,75205,"Dallas"
"2019-01-31","75205; TX; Dallas-Fort Worth-Arlington; Dallas County; University Park",2682,75205,"Dallas"
"2019-02-28","75205; TX; Dallas-Fort Worth-Arlington; Dallas County; University Park",2691,75205,"Dallas"
"2019-03-31","75205; TX; Dallas-Fort Worth-Arlington; Dallas County; University Park",2663,75205,"Dallas"
"2019-04-30","75205; TX; Dallas-Fort Worth-Arlington; Dallas County; University Park",2671,75205,"Dallas"
"2019-05-31","75205; TX; Dallas-Fort Worth-Arlington; Dallas County; University Park",2664,75205,"Dallas"
"2019-06-30","75205; TX; Dallas-Fort Worth-Arlington; Dallas County; University Park",2657,75205,"Dallas"
"2019-07-31","75205; TX; Dallas-Fort Worth-Arlington; Dallas County; University Park",2610,75205,"Dallas"
"2019-08-31","75205; TX; Dallas-Fort Worth-Arlington; Dallas County; University Park",2638,75205,"Dallas"
"2019-09-30","75205; TX; Dallas-Fort Worth-Arlington; Dallas County; University Park",2629,75205,"Dallas"
"2019-10-31","75205; TX; Dallas-Fort Worth-Arlington; Dallas County; University Park",2702,75205,"Dallas"
"2019-11-30","75205; TX; Dallas-Fort Worth-Arlington; Dallas County; University Park",2682,75205,"Dallas"
"2019-12-31","75205; TX; Dallas-Fort Worth-Arlington; Dallas County; University Park",2723,75205,"Dallas"
"2020-01-31","75205; TX; Dallas-Fort Worth-Arlington; Dallas County; University Park",2651,75205,"Dallas"
"2020-02-29","75205; TX; Dallas-Fort Worth-Arlington; Dallas County; University Park",2716,75205,"Dallas"
"2020-03-31","75205; TX; Dallas-Fort Worth-Arlington; Dallas County; University Park",2800,75205,"Dallas"
"2020-04-30","75205; TX; Dallas-Fort Worth-Arlington; Dallas County; University Park",2765,75205,"Dallas"
"2020-05-31","75205; TX; Dallas-Fort Worth-Arlington; Dallas County; University Park",2625,75205,"Dallas"
"2020-06-30","75205; TX; Dallas-Fort Worth-Arlington; Dallas County; University Park",2517,75205,"Dallas"
"2020-07-31","75205; TX; Dallas-Fort Worth-Arlington; Dallas County; University Park",2497,75205,"Dallas"
"2020-08-31","75205; TX; Dallas-Fort Worth-Arlington; Dallas County; University Park",2500,75205,"Dallas"
"2014-01-31","75206",1247,75206,"Dallas"
"2014-02-28","75206",1238,75206,"Dallas"
"2014-03-31","75206",1268,75206,"Dallas"
"2014-04-30","75206",1271,75206,"Dallas"
"2014-05-31","75206",1284,75206,"Dallas"
"2014-06-30","75206",1295,75206,"Dallas"
"2014-07-31","75206",1315,75206,"Dallas"
"2014-08-31","75206",1315,75206,"Dallas"
"2014-09-30","75206",1324,75206,"Dallas"
"2014-10-31","75206",1340,75206,"Dallas"
"2014-11-30","75206",1309,75206,"Dallas"
"2014-12-31","75206",1258,75206,"Dallas"
"2015-01-31","75206",1280,75206,"Dallas"
"2015-02-28","75206",1296,75206,"Dallas"
"2015-03-31","75206",1330,75206,"Dallas"
"2015-04-30","75206",1340,75206,"Dallas"
"2015-05-31","75206",1355,75206,"Dallas"
"2015-06-30","75206",1394,75206,"Dallas"
"2015-07-31","75206",1412,75206,"Dallas"
"2015-08-31","75206",1413,75206,"Dallas"
"2015-09-30","75206",1443,75206,"Dallas"
"2015-10-31","75206",1474,75206,"Dallas"
"2015-11-30","75206",1446,75206,"Dallas"
"2015-12-31","75206",1445,75206,"Dallas"
"2016-01-31","75206",1418,75206,"Dallas"
"2016-02-29","75206",1421,75206,"Dallas"
"2016-03-31","75206",1387,75206,"Dallas"
"2016-04-30","75206",1402,75206,"Dallas"
"2016-05-31","75206",1413,75206,"Dallas"
"2016-06-30","75206",1472,75206,"Dallas"
"2016-07-31","75206",1474,75206,"Dallas"
"2016-08-31","75206",1476,75206,"Dallas"
"2016-09-30","75206",1459,75206,"Dallas"
"2016-10-31","75206",1478,75206,"Dallas"
"2016-11-30","75206",1481,75206,"Dallas"
"2016-12-31","75206",1473,75206,"Dallas"
"2017-01-31","75206",1487,75206,"Dallas"
"2017-02-28","75206",1493,75206,"Dallas"
"2017-03-31","75206",1525,75206,"Dallas"
"2017-04-30","75206",1531,75206,"Dallas"
"2017-05-31","75206",1530,75206,"Dallas"
"2017-06-30","75206",1544,75206,"Dallas"
"2017-07-31","75206",1539,75206,"Dallas"
"2017-08-31","75206",1541,75206,"Dallas"
"2017-09-30","75206",1541,75206,"Dallas"
"2017-10-31","75206",1521,75206,"Dallas"
"2017-11-30","75206",1520,75206,"Dallas"
"2017-12-31","75206",1515,75206,"Dallas"
"2018-01-31","75206",1516,75206,"Dallas"
"2018-02-28","75206",1503,75206,"Dallas"
"2018-03-31","75206",1528,75206,"Dallas"
"2018-04-30","75206",1535,75206,"Dallas"
"2018-05-31","75206",1560,75206,"Dallas"
"2018-06-30","75206",1575,75206,"Dallas"
"2018-07-31","75206",1588,75206,"Dallas"
"2018-08-31","75206",1592,75206,"Dallas"
"2018-09-30","75206",1584,75206,"Dallas"
"2018-10-31","75206",1584,75206,"Dallas"
"2018-11-30","75206",1571,75206,"Dallas"
"2018-12-31","75206",1560,75206,"Dallas"
"2019-01-31","75206",1611,75206,"Dallas"
"2019-02-28","75206",1586,75206,"Dallas"
"2019-03-31","75206",1584,75206,"Dallas"
"2019-04-30","75206",1591,75206,"Dallas"
"2019-05-31","75206",1595,75206,"Dallas"
"2019-06-30","75206",1610,75206,"Dallas"
"2019-07-31","75206",1633,75206,"Dallas"
"2019-08-31","75206",1658,75206,"Dallas"
"2019-09-30","75206",1630,75206,"Dallas"
"2019-10-31","75206",1578,75206,"Dallas"
"2019-11-30","75206",1554,75206,"Dallas"
"2019-12-31","75206",1568,75206,"Dallas"
"2020-01-31","75206",1551,75206,"Dallas"
"2020-02-29","75206",1576,75206,"Dallas"
"2020-03-31","75206",1586,75206,"Dallas"
"2020-04-30","75206",1564,75206,"Dallas"
"2020-05-31","75206",1570,75206,"Dallas"
"2020-06-30","75206",1545,75206,"Dallas"
"2020-07-31","75206",1559,75206,"Dallas"
"2020-08-31","75206",1503,75206,"Dallas"
"2020-09-30","75206",1475,75206,"Dallas"
"2020-10-31","75206",1516,75206,"Dallas"
"2020-11-30","75206",1532,75206,"Dallas"
"2020-12-31","75206",1518,75206,"Dallas"
"2021-01-31","75206",1501,75206,"Dallas"
"2021-02-28","75206",1507,75206,"Dallas"
"2021-03-31","75206",1526,75206,"Dallas"
"2014-02-28","75208",909,75208,"Dallas"
"2014-07-31","75208",978,75208,"Dallas"
"2014-08-31","75208",1011,75208,"Dallas"
"2014-10-31","75208",893,75208,"Dallas"
"2014-11-30","75208",960,75208,"Dallas"
"2014-12-31","75208",956,75208,"Dallas"
"2015-01-31","75208",991,75208,"Dallas"
"2015-02-28","75208",928,75208,"Dallas"
"2015-04-30","75208",974,75208,"Dallas"
"2015-05-31","75208",1024,75208,"Dallas"
"2015-06-30","75208",1013,75208,"Dallas"
"2015-07-31","75208",975,75208,"Dallas"
"2015-08-31","75208",1034,75208,"Dallas"
"2015-09-30","75208",1072,75208,"Dallas"
"2015-10-31","75208",1044,75208,"Dallas"
"2016-02-29","75208",1067,75208,"Dallas"
"2016-03-31","75208",1076,75208,"Dallas"
"2016-04-30","75208",1098,75208,"Dallas"
"2016-05-31","75208",1124,75208,"Dallas"
"2016-06-30","75208",1151,75208,"Dallas"
"2016-07-31","75208",1122,75208,"Dallas"
"2016-08-31","75208",1123,75208,"Dallas"
"2016-09-30","75208",1060,75208,"Dallas"
"2016-10-31","75208",1108,75208,"Dallas"
"2016-11-30","75208",1135,75208,"Dallas"
"2016-12-31","75208",1134,75208,"Dallas"
"2017-01-31","75208",1151,75208,"Dallas"
"2017-02-28","75208",1162,75208,"Dallas"
"2017-03-31","75208",1146,75208,"Dallas"
"2017-04-30","75208",1164,75208,"Dallas"
"2017-05-31","75208",1201,75208,"Dallas"
"2017-06-30","75208",1204,75208,"Dallas"
"2017-07-31","75208",1219,75208,"Dallas"
"2017-08-31","75208",1225,75208,"Dallas"
"2017-09-30","75208",1257,75208,"Dallas"
"2017-11-30","75208",1238,75208,"Dallas"
"2017-12-31","75208",1222,75208,"Dallas"
"2018-01-31","75208",1220,75208,"Dallas"
"2018-02-28","75208",1210,75208,"Dallas"
"2018-03-31","75208",1214,75208,"Dallas"
"2018-04-30","75208",1229,75208,"Dallas"
"2018-05-31","75208",1295,75208,"Dallas"
"2018-06-30","75208",1299,75208,"Dallas"
"2018-07-31","75208",1309,75208,"Dallas"
"2018-08-31","75208",1328,75208,"Dallas"
"2018-09-30","75208",1304,75208,"Dallas"
"2018-10-31","75208",1327,75208,"Dallas"
"2018-11-30","75208",1337,75208,"Dallas"
"2018-12-31","75208",1347,75208,"Dallas"
"2019-01-31","75208",1361,75208,"Dallas"
"2019-02-28","75208",1361,75208,"Dallas"
"2019-03-31","75208",1340,75208,"Dallas"
"2019-04-30","75208",1347,75208,"Dallas"
"2019-05-31","75208",1356,75208,"Dallas"
"2019-06-30","75208",1409,75208,"Dallas"
"2019-07-31","75208",1403,75208,"Dallas"
"2019-08-31","75208",1395,75208,"Dallas"
"2019-09-30","75208",1423,75208,"Dallas"
"2019-10-31","75208",1413,75208,"Dallas"
"2019-11-30","75208",1407,75208,"Dallas"
"2019-12-31","75208",1381,75208,"Dallas"
"2020-01-31","75208",1400,75208,"Dallas"
"2020-02-29","75208",1398,75208,"Dallas"
