YEAR,ZIP CODE,NO. OF RETURNS,AGI
2010,77432,0,0
2010,77433,22255,1817979
2010,77434,1971,70756
2010,77435,2164,117408
2010,77436,0,0
2010,77437,7351,337809
2010,77440,0,0
2010,77441,2797,412253
2010,77442,431,18599
2010,77443,0,0
2010,77444,372,15675
2010,77445,4954,243935
2010,77446,0,0
2010,77447,4957,291311
2010,77448,0,0
2010,77449,39612,1719092
2010,77450,29719,2829454
2010,77451,0,0
2010,77452,0,0
2010,77453,0,0
2010,77454,0,0
2010,77455,881,39327
2010,77456,0,0
2010,77457,0,0
2010,77458,0,0
2010,77459,26551,2477283
2010,77460,0,0
2010,77461,4384,215603
2010,77463,0,0
2010,77464,0,0
2010,77465,2720,116398
2010,77466,0,0
2010,77467,0,0
2010,77468,0,0
2010,77469,15640,888974
2010,77470,0,0
2010,77471,14721,572607
2010,77473,0,0
2010,77474,5674,291808
2010,77475,0,0
2010,77476,0,0
2010,77477,14887,678539
2010,77478,12924,1306686
2010,77479,31372,3922463
2010,77480,2982,165899
2010,77481,0,0
2010,77482,1010,48775
2010,77483,0,0
2010,77484,4696,241855
2010,77485,1395,66710
2010,77486,3003,173343
2010,77487,0,0
2010,77488,5829,253415
2010,77489,17173,681695
2010,77491,0,0
2010,77492,0,0
2010,77493,10224,630548
2010,77494,26698,3243875
2010,77496,0,0
2010,77497,0,0
2010,77498,19673,1144827
2010,77501,0,0
2010,77502,14753,505712
2010,77503,9374,347229
2010,77504,9020,388527
2010,77505,10154,659096
2010,77506,12470,362080
2010,77507,0,0
2010,77508,0,0
2010,77510,6201,354560
2010,77511,18366,891207
2010,77512,0,0
2010,77514,2181,133197
2010,77515,10922,564819
2010,77516,0,0
2010,77517,2595,159834
2010,77518,3971,164871
2010,77519,433,20049
2010,77520,15110,628262
2010,77521,20309,1065367
2010,77522,0,0
2010,77523,7117,552074
2010,77530,12152,469897
2010,77531,6378,269845
2010,77532,11336,660299
2010,77533,0,0
2010,77534,1254,74817
2010,77535,11067,560232
2010,77536,14566,916217
2010,77538,360,18956
2010,77539,16576,907024
2010,77541,6491,256664
2010,77542,0,0
2010,77545,8522,405454
2010,77546,21237,2027677
2010,77547,3891,126190
2010,77549,0,0
2010,77550,9854,407817
2010,77551,7945,371597
2010,77552,0,0
2010,77553,0,0
2010,77554,3545,315362
2010,77555,0,0
2010,77560,451,21389
2010,77561,0,0
2010,77562,4766,237983
2010,77563,4013,187998
2010,77564,649,30294
2010,77565,3532,406398
2010,77566,13278,961257
2010,77568,6754,279552
2010,77571,15753,893840
2010,77572,0,0
2010,77573,31419,2538595
2010,77574,0,0
2010,77575,5542,270822
2010,77577,489,25294
2010,77578,6238,481226
2010,77580,0,0
2010,77581,18763,1407841
2010,77582,0,0
2010,77583,7854,445112
2010,77584,29543,2437022
2010,77585,353,15502
2010,77586,10189,906688
2010,77587,6314,193954
2010,77588,0,0
2010,77590,12606,531239
2010,77591,6001,225749
2010,77592,0,0
2010,77597,328,21092
2010,77598,10419,424321
2010,77601,0,0
2010,77611,3993,234125
2010,77612,3418,169691
2010,77613,0,0
2010,77614,0,0
2010,77615,0,0
2010,77616,454,21274
2010,77617,0,0
2010,77619,7416,355977
2010,77622,724,42560
2010,77623,0,0
2010,77624,395,16360
2010,77625,3605,172587
2010,77626,0,0
2010,77627,10397,599458
2010,77629,0,0
2010,77630,11011,506325
2010,77631,0,0
2010,77632,8797,500907
2010,77639,0,0
2010,77640,6970,239896
2010,77641,0,0
2010,77642,14703,525083
2010,77643,0,0
2010,77650,0,0
2010,77651,6034,424340
2010,77655,155,7695
2010,77656,7046,311555
2010,77657,8481,526380
2010,77659,2188,146719
2010,77660,644,27921
2010,77661,0,0
2010,77662,10321,467088
2010,77663,0,0
2010,77664,1097,47243
2010,77665,2685,130929
2010,77670,0,0
2010,77701,5650,162941
2010,77702,1349,100724
2010,77703,5751,139650
2010,77704,0,0
2010,77705,11441,431972
2010,77706,13232,1238489
2010,77707,7593,474148
2010,77708,5173,204582
2010,77710,0,0
2010,77713,5536,352566
2010,77720,0,0
2010,77725,0,0
2010,77726,0,0
2010,77801,4891,133718
2010,77802,10226,582733
2010,77803,11242,304495
2010,77805,0,0
2010,77806,0,0
2010,77807,3655,179271
2010,77808,4888,296715
2010,77830,1175,61718
2010,77831,1203,48021
2010,77833,11156,585186
2010,77834,0,0
2010,77835,1100,60689
2010,77836,4688,216605
2010,77837,624,21682
2010,77838,0,0
2010,77840,12294,385427
2010,77841,0,0
2010,77842,0,0
2010,77843,0,0
2010,77844,0,0
2010,77845,19725,1573096
2010,77850,0,0
2010,77852,0,0
2010,77853,436,17701
2010,77855,0,0
2010,77856,1871,112622
2010,77857,376,17085
2010,77859,2914,104369
2010,77861,1004,51276
2010,77862,0,0
2010,77863,0,0
2010,77864,3233,129365
2010,77865,688,31974
2010,77866,0,0
2010,77867,0,0
2010,77868,5449,217709
2010,77870,0,0
2010,77871,1455,76098
2010,77872,748,33460
2010,77873,493,26985
2010,77875,0,0
2010,77876,0,0
2010,77878,0,0
2010,77879,1886,78644
2010,77880,830,40229
2010,77881,0,0
2010,77882,0,0
2010,77901,17211,633191
2010,77902,0,0
2010,77903,0,0
2010,77904,10957,740616
2010,77905,6047,321582
2010,77950,0,0
2010,77951,0,0
2010,77954,4232,223720
2010,77957,3417,151632
2010,77960,0,0
2010,77961,0,0
2010,77962,1464,70740
2010,77963,2236,110174
2010,77964,3449,183794
2010,77967,0,0
2010,77968,1152,76594
2010,77969,0,0
2010,77970,0,0
2010,77971,387,19556
2010,77973,0,0
2010,77974,222,10868
2010,77975,816,36158
2010,77976,0,0
2010,77977,0,0
2010,77978,0,0
2010,77979,7270,358133
2010,77982,0,0
2010,77983,817,31154
2010,77984,1889,98411
2010,77986,0,0
2010,77987,0,0
2010,77988,0,0
2010,77989,0,0
2010,77990,303,12358
2010,77991,0,0
2010,77993,0,0
2010,77994,183,12532
2010,77995,3888,200634
2010,78001,0,0
2010,78002,2783,93867
2010,78003,4007,186148
2010,78004,284,22507
2010,78005,301,12890
2010,78006,13780,1430230
2010,78007,0,0
2010,78008,119,14335
2010,78009,3366,175761
2010,78010,1314,80908
2010,78011,780,41550
2010,78012,191,9192
2010,78013,2381,148690
2010,78014,1772,103134
2010,78015,4758,610084
2010,78016,3872,171196
2010,78017,1410,78674
2010,78019,0,0
2010,78021,0,0
2010,78022,2015,136715
2010,78023,11216,979941
2010,78024,694,148796
2010,78025,2206,97944
2010,78026,2368,122427
2010,78027,221,13577
2010,78028,16216,885552
2010,78029,0,0
2010,78039,825,35734
2010,78040,15825,381000
2010,78041,19088,839160
2010,78042,0,0
2010,78043,15909,481706
2010,78044,0,0
2010,78045,22709,1168971
2010,78046,21714,534028
2010,78050,0,0
2010,78052,2901,118926
2010,78054,0,0
2010,78055,681,49122
2010,78056,781,64990
2010,78057,368,15993
2010,78058,525,33191
2010,78059,2065,80376
2010,78060,0,0
2010,78061,3658,153797
2010,78063,3854,376235
2010,78064,5694,290827
2010,78065,4171,142161
2010,78066,288,18660
2010,78067,317,13567
2010,78069,1962,65378
2010,78070,6526,507453
2010,78071,1446,77868
2010,78072,303,42317
2010,78073,3146,101457
2010,78074,0,0
2010,78075,0,0
2010,78076,4427,160255
2010,78101,3649,189546
2010,78102,7463,289336
2010,78104,0,0
2010,78107,0,0
2010,78108,12858,770900
2010,78109,16799,693957
2010,78112,3190,104399
2010,78113,974,66751
2010,78114,8127,391639
2010,78115,0,0
2010,78116,148,10445
2010,78117,279,17410
2010,78118,1692,81233
2010,78119,2005,96348
2010,78121,5114,315026
2010,78122,156,5667
2010,78123,1155,59901
2010,78124,2577,128793
2010,78125,0,0
2010,78130,27500,1307030
2010,78131,0,0
2010,78132,9056,775648
2010,78133,7576,428678
2010,78140,1390,50271
2010,78141,282,15536
2010,78142,0,0
2010,78143,0,0
2010,78144,0,0
2010,78145,0,0
2010,78146,0,0
2010,78147,0,0
2010,78148,9682,472281
2010,78150,0,0
2010,78151,573,28352
2010,78152,1135,63787
2010,78154,14445,866164
2010,78155,18795,815555
2010,78156,0,0
2010,78159,378,14950
2010,78160,1618,77628
2010,78161,379,17138
2010,78162,0,0
2010,78163,4618,370560
2010,78164,1704,111902
2010,78201,18901,538649
2010,78202,5305,110156
2010,78203,2352,51807
2010,78204,4754,158558
2010,78205,738,151102
2010,78207,18159,397875
2010,78208,1579,40200
2010,78209,18556,2492688
2010,78210,15377,433013
2010,78211,12796,301705
2010,78212,12487,1034915
2010,78213,18483,725130
2010,78214,9531,240592
2010,78215,666,29653
2010,78216,18756,972878
2010,78217,15959,684943
2010,78218,13876,520619
2010,78219,6258,192366
2010,78220,7282,209432
2010,78221,14592,405348
2010,78222,8083,287103
2010,78223,20775,654522
2010,78224,7649,226167
2010,78225,5662,148206
2010,78226,2645,66935
2010,78227,19302,540457
2010,78228,24653,726884
2010,78229,12939,504455
2010,78230,19755,1424112
2010,78231,4111,403459
2010,78232,17724,1354848
2010,78233,20494,811602
2010,78234,1819,80273
2010,78235,156,6600
2010,78236,1253,40752
2010,78237,14624,332142
2010,78238,10882,381957
2010,78239,12872,558792
2010,78240,24651,1115060
2010,78242,11823,298714
2010,78243,0,0
2010,78244,12733,484466
2010,78245,25700,1010580
2010,78246,0,0
2010,78247,23140,1189743
2010,78248,6732,783119
2010,78249,20727,1183968
2010,78250,25061,1124514
2010,78251,22310,1017659
2010,78252,2453,87963
2010,78253,14316,874082
2010,78254,19564,1051916
2010,78255,4769,511630
2010,78256,2654,254896
2010,78257,2168,480495
2010,78258,17969,1931294
2010,78259,10221,811648
2010,78260,10539,1017047
2010,78261,6460,582859
2010,78263,2021,106016
2010,78264,4679,147053
2010,78265,0,0
2010,78266,3002,359652
2010,78268,0,0
2010,78269,0,0
2010,78270,0,0
2010,78278,0,0
2010,78279,0,0
2010,78280,0,0
2010,78283,0,0
2010,78288,0,0
2010,78291,0,0
2010,78292,0,0
2010,78293,0,0
2010,78294,0,0
2010,78295,0,0
2010,78296,0,0
2010,78297,0,0
2010,78298,0,0
2010,78299,0,0
2010,78330,476,21921
2010,78332,10787,484451
2010,78333,0,0
2010,78335,0,0
2010,78336,4200,183359
2010,78338,0,0
2010,78339,0,0
2010,78340,190,9180
2010,78341,0,0
2010,78342,0,0
2010,78343,1800,78963
2010,78344,177,9107
2010,78347,0,0
2010,78349,201,7257
2010,78350,0,0
2010,78351,0,0
2010,78352,0,0
2010,78353,178,5223
2010,78355,2872,89436
2010,78357,1416,68574
2010,78358,0,0
2010,78359,0,0
2010,78361,1996,73107
2010,78362,4087,185406
2010,78363,11122,429020
2010,78364,0,0
2010,78368,3759,134723
2010,78369,172,5147
2010,78370,2059,97915
2010,78371,0,0
2010,78372,2379,109260
2010,78373,1970,139795
2010,78374,7471,517419
2010,78375,1346,46900
2010,78376,152,3988
2010,78377,1719,74912
2010,78379,759,40941
2010,78380,8973,433293
2010,78381,0,0
2010,78382,6713,360252
2010,78383,1442,95792
2010,78384,2363,76581
2010,78385,0,0
2010,78387,4000,164627
2010,78389,712,29242
2010,78390,2487,97290
2010,78391,154,4853
2010,78393,1049,51156
2010,78401,1764,101716
2010,78402,250,20182
2010,78403,0,0
2010,78404,6895,314667
2010,78405,5853,130728
2010,78406,391,11209
2010,78407,1539,33856
2010,78408,4630,120145
2010,78409,1076,37359
2010,78410,10814,591302
2010,78411,12358,623434
2010,78412,15887,769417
2010,78413,16350,968486
2010,78414,13381,900913
2010,78415,16731,521484
2010,78416,6581,166650
2010,78417,1826,56162
2010,78418,12653,741317
2010,78419,0,0
2010,78426,0,0
2010,78427,0,0
2010,78460,0,0
2010,78463,0,0
2010,78465,0,0
2010,78466,0,0
2010,78467,0,0
2010,78468,0,0
2010,78469,0,0
2010,78472,0,0
2010,78473,0,0
2010,78475,0,0
2010,78480,0,0
2010,78501,22459,875489
2010,78502,0,0
2010,78503,8061,330050
2010,78504,18748,1174934
2010,78505,0,0
2010,78516,10502,280654
2010,78520,23283,734168
2010,78521,34250,925751
2010,78522,0,0
2010,78523,0,0
2010,78526,16811,651093
2010,78535,0,0
2010,78536,119,3421
2010,78537,12776,326831
2010,78538,3550,86451
2010,78539,12315,576867
2010,78540,0,0
2010,78541,12698,398626
2010,78542,17175,494099
2010,78543,0,0
2010,78545,0,0
2010,78547,0,0
2010,78548,0,0
2010,78549,0,0
2010,78550,19848,770809
2010,78551,0,0
2010,78552,11890,527965
2010,78553,0,0
2010,78557,6012,150273
2010,78558,0,0
2010,78559,4339,143827
2010,78560,1914,53753
2010,78561,0,0
2010,78562,0,0
2010,78563,281,22225
2010,78564,105,2592
2010,78565,0,0
2010,78566,5453,205357
2010,78567,0,0
2010,78568,0,0
2010,78569,1521,50349
2010,78570,10550,275628
2010,78572,25110,974579
2010,78573,12998,443083
2010,78574,15849,482808
2010,78575,1995,126456
2010,78576,3135,82239
2010,78577,24497,698989
2010,78578,4259,173273
2010,78579,0,0
2010,78580,4397,131844
2010,78582,12352,365102
2010,78583,2373,83663
2010,78584,6913,175747
2010,78585,0,0
2010,78586,18465,528755
2010,78588,161,5186
2010,78589,14360,397115
2010,78590,0,0
2010,78591,142,5762
2010,78592,0,0
2010,78593,2083,56635
2010,78594,0,0
2010,78595,1938,43695
2010,78596,21534,718815
2010,78597,1249,337022
2010,78598,137,6516
2010,78599,0,0
2010,78601,0,0
2010,78602,10460,526151
2010,78604,0,0
2010,78605,1956,97513
2010,78606,2331,136437
2010,78607,0,0
2010,78608,264,12370
2010,78609,840,40791
2010,78610,11115,684299
2010,78611,5471,272163
2010,78612,5217,242052
2010,78613,29132,2059389
2010,78614,221,11401
2010,78615,535,26860
2010,78616,2570,93684
2010,78617,7537,247940
2010,78618,116,6606
2010,78619,1439,145465
2010,78620,6636,552006
2010,78621,8951,411333
2010,78622,0,0
2010,78623,491,29740
2010,78624,10184,609732
2010,78626,9631,456008
2010,78627,0,0
2010,78628,11297,932976
2010,78629,4896,216691
2010,78630,0,0
2010,78631,1111,53239
2010,78632,377,17915
2010,78633,9903,836122
2010,78634,10080,527097
2010,78635,0,0
2010,78636,1679,206954
2010,78638,851,46102
2010,78639,2939,143373
2010,78640,17941,821031
2010,78641,18653,1144706
2010,78642,4174,263289
2010,78643,2746,129401
2010,78644,6924,286513
2010,78645,4932,348215
2010,78646,0,0
2010,78648,3118,132555
2010,78650,633,31250
2010,78651,0,0
2010,78652,2221,128251
2010,78653,6959,308790
2010,78654,7857,392760
2010,78655,1155,54559
2010,78656,1024,33715
2010,78657,2503,248807
2010,78658,0,0
2010,78659,1075,50095
2010,78660,30816,1672274
2010,78661,0,0
2010,78662,1007,50253
2010,78663,270,21121
2010,78664,23886,1259687
2010,78665,15173,1017309
2010,78666,22445,837487
2010,78667,0,0
2010,78669,3990,433855
2010,78670,0,0
2010,78671,336,13752
2010,78672,384,14579
2010,78673,0,0
2010,78674,0,0
2010,78675,94,6263
2010,78676,6117,426872
2010,78677,0,0
2010,78680,0,0
2010,78681,21420,1625990
2010,78682,0,0
2010,78683,0,0
2010,78691,0,0
2010,78701,4289,648686
2010,78702,9990,320404
2010,78703,10765,1625644
2010,78704,22999,1343173
2010,78705,5244,244896
2010,78708,0,0
2010,78709,0,0
2010,78711,0,0
2010,78712,0,0
2010,78713,0,0
2010,78714,0,0
2010,78715,0,0
2010,78716,0,0
2010,78717,10723,926039
2010,78718,0,0
2010,78719,735,22293
2010,78720,0,0
2010,78721,4777,124643
2010,78722,3337,155142
2010,78723,12943,510953
2010,78724,7519,230771
2010,78725,2726,97724
2010,78726,6093,498643
2010,78727,14068,843285
2010,78728,10320,453687
2010,78729,14279,738004
2010,78730,3714,661148
2010,78731,13141,1626763
2010,78732,5390,833747
2010,78733,3747,749773
2010,78734,8893,1089230
2010,78735,7478,1062544
2010,78736,3774,256489
2010,78737,5735,609051
2010,78738,5796,1036154
2010,78739,6841,814256
2010,78741,18891,478953
2010,78742,308,8276
2010,78744,17616,528292
2010,78745,28966,1172488
2010,78746,13004,3782940
2010,78747,6882,357910
2010,78748,20674,1066551
2010,78749,16665,1145342
2010,78750,12816,1069945
2010,78751,7004,331345
2010,78752,7797,233809
2010,78753,20748,674132
2010,78754,7515,331066
2010,78755,0,0
2010,78756,4282,302424
2010,78757,11293,646309
2010,78758,20635,748838
2010,78759,21010,1634071
2010,78760,0,0
2010,78761,0,0
2010,78762,0,0
2010,78763,0,0
2010,78764,0,0
2010,78765,0,0
2010,78766,0,0
2010,78767,0,0
2010,78768,0,0
2010,78801,7855,294542
2010,78802,0,0
2010,78827,471,13579
2010,78828,132,5091
2010,78829,487,34719
2010,78830,231,6300
2010,78832,1259,56155
2010,78833,498,17849
2010,78834,3071,142829
2010,78836,0,0
2010,78837,0,0
2010,78838,224,11330
2010,78839,3179,98852
2010,78840,17747,666518
2010,78841,0,0
2010,78842,0,0
2010,78843,147,3501
2010,78850,501,29609
2010,78851,0,0
2010,78852,17438,530792
2010,78853,0,0
2010,78860,0,0
2010,78861,4866,226204
2010,78870,371,17131
2010,78871,0,0
2010,78872,0,0
2010,78873,774,41827
2010,78877,314,11352
2010,78879,115,5805
2010,78880,654,26020
2010,78881,958,35758
2010,78883,118,6808
2010,78884,505,25261
2010,78885,0,0
2010,78886,248,19221
2010,78931,142,5776
2010,78932,338,25083
2010,78933,673,54197
2010,78934,3096,167553
2010,78935,371,27141
2010,78938,169,6961
2010,78940,878,56387
2010,78941,1200,73076
2010,78942,3790,186997
2010,78943,150,4082
2010,78944,322,15053
2010,78945,4515,270006
2010,78946,384,15463
2010,78947,1837,95099
2010,78948,369,15355
2010,78949,203,15818
2010,78950,907,64446
2010,78951,0,0
2010,78952,0,0
2010,78953,463,27909
2010,78954,526,35274
2010,78956,2334,130294
2010,78957,3680,184779
2010,78959,748,32782
2010,78960,0,0
2010,78962,2037,111920
2010,78963,342,17578
2010,79001,115,5291
2010,79002,0,0
2010,79003,0,0
2010,79005,656,44291
2010,79007,5619,283275
2010,79008,0,0
2010,79009,873,28288
2010,79010,193,8984
2010,79011,104,12783
2010,79012,490,39002
2010,79013,1341,36252
2010,79014,1695,133623
2010,79015,7765,440564
2010,79016,0,0
2010,79018,202,8123
2010,79019,747,40092
2010,79021,0,0
2010,79022,3965,198560
2010,79024,166,8234
2010,79025,0,0
2010,79027,1891,79490
2010,79029,6946,308073
2010,79031,485,19298
2010,79032,0,0
2010,79033,0,0
2010,79034,274,16649
2010,79035,2220,84579
2010,79036,2082,110046
2010,79039,340,20249
2010,79040,724,44769
2010,79041,1239,45305
2010,79042,484,25438
2010,79043,564,20703
2010,79044,306,14152
2010,79045,8067,309352
2010,79046,234,14353
2010,79051,0,0
2010,79052,522,24770
2010,79053,0,0
2010,79054,0,0
2010,79056,0,0
2010,79057,476,19015
2010,79058,0,0
2010,79059,334,22566
2010,79061,150,9132
2010,79062,106,7239
2010,79063,318,18143
2010,79064,1010,39245
2010,79065,7723,388051
2010,79066,0,0
2010,79068,1413,77804
2010,79070,4064,246084
2010,79072,10370,389783
2010,79073,0,0
2010,79078,0,0
2010,79079,1130,49570
2010,79080,237,11952
2010,79081,1526,81210
2010,79082,146,8208
2010,79083,999,50618
2010,79084,943,47348
2010,79085,0,0
2010,79086,857,43005
2010,79087,279,17872
2010,79088,2105,83297
2010,79091,0,0
2010,79092,490,25656
2010,79093,0,0
2010,79094,0,0
2010,79095,1087,45804
2010,79096,879,65089
2010,79097,522,27871
2010,79098,186,10717
2010,79101,1212,77643
2010,79102,4361,168287
2010,79103,4568,145438
2010,79104,2971,76781
2010,79105,0,0
2010,79106,12113,568035
2010,79107,13007,315671
2010,79108,5259,214553
2010,79109,20384,1196948
2010,79110,8413,340892
2010,79111,578,21579
2010,79114,0,0
2010,79116,0,0
2010,79117,0,0
2010,79118,8450,449725
2010,79119,5389,487119
2010,79120,0,0
2010,79121,3030,279739
2010,79124,3491,343319
2010,79159,0,0
2010,79201,2417,94738
2010,79220,0,0
2010,79225,447,18114
2010,79226,1259,58270
2010,79227,537,20034
2010,79229,170,5985
2010,79230,0,0
2010,79231,0,0
2010,79233,0,0
2010,79234,0,0
2010,79235,1594,71061
2010,79236,0,0
2010,79237,184,6036
2010,79239,0,0
2010,79240,0,0
2010,79241,997,42845
2010,79243,0,0
2010,79244,305,11711
2010,79245,1004,37829
2010,79247,0,0
2010,79248,606,28070
2010,79250,632,28027
2010,79251,0,0
2010,79252,1228,52657
2010,79255,215,7502
2010,79256,119,5482
2010,79257,427,19041
2010,79258,0,0
2010,79259,0,0
2010,79261,188,5969
2010,79311,1387,61478
2010,79312,380,14234
2010,79313,645,24219
2010,79314,0,0
2010,79316,4110,163832
2010,79322,762,42132
2010,79323,2542,139338
2010,79324,0,0
2010,79325,891,44344
2010,79326,0,0
2010,79329,1444,75335
2010,79330,0,0
2010,79331,4601,202787
2010,79336,6708,328114
2010,79338,0,0
2010,79339,2984,106862
2010,79342,144,7409
2010,79343,632,26281
2010,79344,0,0
2010,79345,417,17625
2010,79346,968,37048
2010,79347,2870,114458
2010,79350,325,12553
2010,79351,508,27397
2010,79353,0,0
2010,79355,771,39301
2010,79356,1866,99040
2010,79357,958,38567
2010,79358,527,27406
2010,79359,1119,48876
2010,79360,4923,236118
2010,79363,2319,113502
2010,79364,3316,127980
2010,79366,505,55402
2010,79367,337,13181
2010,79369,0,0
2010,79370,608,26228
2010,79371,533,25272
2010,79372,641,31023
2010,79373,1347,53756
2010,79376,0,0
2010,79377,132,5560
2010,79378,0,0
2010,79379,263,11507
2010,79380,0,0
2010,79381,410,19481
2010,79382,2961,165877
2010,79383,0,0
2010,79401,1922,47698
2010,79403,6513,174932
2010,79404,4098,109077
2010,79405,0,0
2010,79406,0,0
2010,79407,7740,410634
2010,79408,0,0
2010,79409,0,0
2010,79410,3492,162855
2010,79411,2913,67757
2010,79412,6333,176019
2010,79413,9362,413874
2010,79414,7507,243588
2010,79415,6794,175578
2010,79416,13065,666981
2010,79423,14938,1607789
2010,79424,18228,1432128
2010,79452,0,0
2010,79453,0,0
